brand,model,trim,year,origin,color,options,fuel,gear,drivetrain,cylinders,engine size,condition,kilometer,location,aminities,cabin
Hyundai,Creta,GL,2020,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,4,1.6,Used,96775 km,Riyadh,"['Traction Control System', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', ' Foldable rear seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights']",
Hyundai,Elantra,GL,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.6,Used,128583 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Range Rover,Range Rover,Evoque,2020,Other,Red,Half Full,Gasoline,Automatic,AWD,4,2.0,Used,58177 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Power seats', 'Voice control', 'Mirrors (Black)', 'ISOFIX', ' Foldable rear seats', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights']",
Range Rover,Range Rover,Evoque,2020,Other,Red,Half Full,Gasoline,Automatic,AWD,4,2.0,Used,80705 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Power seats', 'Voice control', 'ISOFIX', ' Foldable rear seats', 'Rear Central Arm Rest', 'Power connection', 'USB Input', 'Rear Camera', 'Navigation System', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Range Rover,Range Rover,Evoque,2020,Other,another_color,Half Full,Gasoline,Automatic,AWD,4,2.0,Used,80572 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Power seats', 'Voice control', 'ISOFIX', ' Foldable rear seats', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'USB Input', 'Navigation System', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Rear Fog Lights', 'Daytime Running Lights']",
Hyundai,kona,ستاندر,2020,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,2.0,Used,75300 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Voice control', 'Echo', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Manual seats\t', ' Foldable rear seats', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Rim Wheels']",
Ford,Taurus,SE,2019,Saudi,White,Standard,Gasoline,Automatic,FWD,6,3.5,Used,147007 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Traction Control System', 'Voice control', ' Rear AC Vents', ' Foldable rear seats', 'Steering Wheel Controls', 'Rear Central Arm Rest', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Auto', 'Remote Entry', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'Power connection', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Halogen Lamps', 'Window Defroster', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Ford,Expedition,XLT,2021,Saudi,another_color,Half Full,Gasoline,Automatic,RWD,6,3.5,Used,40284 km,Riyadh,"['Safety belts', 'Hill Descent Control', 'Traction Control System', 'Forward Collision Warning', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Blind Spot Information', 'Lane Departure Warning System', 'Memory Seats', 'seat heating / cooling', 'Leather Seats', 'Power seats', ' Rear AC Vents', 'Voice control', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Echo', 'A/C Auto', 'Remote Entry', ' Foldable rear seats', 'Mouse controller', 'Drive Mode', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Side sills', 'Cargo Carrier', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler']",
Kia,Cerato,L,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.6,Used,144515 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Flasher', 'Rear Fog Lights']",
Toyota,Land Cruiser,Grand Touring,2019,Saudi,White,Full,Gasoline,Automatic,Double (4x4),8,4.6,Used,85587 km,Riyadh,"['Safety belts', 'Crawl Control', 'Sensors control', 'Auto Lock System', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Traction Control System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', ' Foldable rear seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Power seats', 'Fabric Seats', 'Refrigerator', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'Power connection', 'Rear DVD', 'Media screen', 'Radio', 'Hawk Rear', 'Rear spoiler', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlamp washers', 'Side sills', 'Cargo Carrier', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals']",
GMC,Yukon,XL,2019,Saudi,Grey ,Standard,Gasoline,Automatic,RWD,8,5.3,Used,147592 km,Riyadh,"['Lane Departure Warning System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Safety belts', 'Electronic Brakeforce Distribution', 'Sensors control', 'Traction Control System', 'Forward Collision Warning', 'Power seats', ' Foldable rear seats', 'Velvet Seats', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'A/C Auto', 'Remote Entry', 'Voice control', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear Fog Lights', 'Daytime Running Lights']",
GMC,Yukon,XL,2019,Saudi,Black,Standard,Gasoline,Automatic,RWD,8,5.3,Used,51706 km,Riyadh,"['Lane Departure Warning System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Safety belts', 'Electronic Brakeforce Distribution', 'Sensors control', 'Traction Control System', 'Forward Collision Warning', 'Power seats', ' Foldable rear seats', 'Velvet Seats', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'Remote Entry', 'Voice control', 'A/C Manual', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Rear Camera', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear Fog Lights', 'Daytime Running Lights']",
GMC,Yukon,SLE,2019,Saudi,Silver,Standard,Gasoline,Automatic,Double (4x4),8,5.3,Used,77954 km,Riyadh,"['Safety belts', 'Traction Control System', 'Sensors control', 'Forward Collision Warning', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Lane Departure Warning System', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Voice control', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'Power seats', 'A/C Manual', 'Remote Entry', ' Foldable rear seats', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear Fog Lights']",
Changan,Alsvin,الفئة الثالثة,2021,Saudi,Blue,Full,Gasoline,Automatic,FWD,4,1.5,Used,93023 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Velvet Seats', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'Remote Entry', 'Manual seats\t', 'A/C Auto', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Changan,Eado,Smart,2021,Saudi,Red,Half Full,Gasoline,Automatic,FWD,4,1.6,Used,121760 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Traction Control System', 'Leather Seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Manual seats\t', 'Rear Central Arm Rest', 'Remote Entry', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Changan,Alsvin,الفئة الثالثة,2021,Saudi,Blue,Full,Gasoline,Automatic,FWD,4,1.5,Used,90898 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Velvet Seats', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Hyundai,Santafe,GLS,2020,Saudi,White,Half Full,Gasoline,Automatic,Double (4x4),6,3.5,Used,141046 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Drive Mode', 'Manual seats\t', 'Echo', ' Rear AC Vents', 'Rear Central Arm Rest', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Manual', 'Remote Entry', 'Voice control', ' Foldable rear seats', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Daytime Running Lights']",
Ford,Taurus,SEL,2017,Saudi,Black,Half Full,Gasoline,Automatic,AWD,6,3.5,Used,89898 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Chevrolet,Spark,LS,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,103103 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Tire Pressure Monitoring System', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Manual seats\t', 'Bluetooth', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Kia,Cerato,EX,2019,Saudi,another_color,Half Full,Gasoline,Automatic,FWD,4,1.6,Used,129603 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Cruise Control', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Bluetooth', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Rear Parking Sensors']",
Genesis,GV80,Prestige,2021,Saudi,Grey ,Standard,Gasoline,Automatic,RWD,4,2.5,Used,74339 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Auto Hold', 'Traction Control System', 'Sensors control', 'Rear Central Arm Rest', 'Back Side A/C Control ', 'Leather Seats', 'Power seats', ' Rear AC Vents', 'Voice control', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Echo', 'A/C Auto', 'Remote Entry', 'Mouse controller', 'Drive Mode', 'Seats Heating', 'Paddle shift', 'Electric car curtain', 'Bluetooth', 'USB Input', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Halogen Lamps']",
Ford,Taurus,ترند الشكل الجديد,2023,Saudi,White,Half Full,Gasoline,Automatic,FWD,4,2.0,Used,449 km,Riyadh,"['Traction Control System', 'Lane Departure Warning System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Blind Spot Information', 'Electronic Brakeforce Distribution', 'Leather & fabric seats', 'Remote Entry', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Power seats', 'Voice control', 'Mouse controller', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'USB Input', 'Media screen', 'Radio', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Daytime Running Lights', 'Front Fog Lamps', 'Rear Fog Lights', 'Electrical Fold Outside Mirror']",
Toyota,Camry ,Grand,2018,Saudi,Brown,Half Full,Gasoline,Automatic,FWD,6,3.5,Used,37306 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Power seats', 'Voice control', 'Mirrors (Black)', 'Echo', 'ISOFIX', 'Power connection', 'Bluetooth', 'USB Input', 'Navigation System', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Electrical Fold Outside Mirror']",
Toyota,FJ Cruiser,FJ1,2022,Saudi,White,Half Full,Gasoline,Automatic,Double (4x4),6,4.0,Used,5531 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Sensors control', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Manual seats\t', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear Fog Lights', 'Side sills', 'Side Turn Signals']",
Hyundai,Sonata,BSE,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.5,Used,71242 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Fabric Seats', 'Bluetooth', 'USB Input', 'Power connection', 'Radio', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals']",
Chery,Tiggo,8 PRO,2022,Saudi,another_color,Full,Gasoline,CVT,FWD,4,2.0,Used,18914 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Hill Descent Control', 'Auto Hold', 'Sensors control', 'Power seats', ' Foldable rear seats', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Rear Camera', 'Side camera', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Halogen Lamps', 'Window Defroster', 'Electrical Fold Outside Mirror']",
Hyundai,Tucson,GL,2019,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,2.0,Used,86387 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Hill Descent Control', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', ' Foldable rear seats', ' Rear AC Vents', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights']",
Mazda,CX9,Skyactiv G,2020,Saudi,another_color,Half Full,Gasoline,Automatic,AWD,4,2.5,Used,80547 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Mouse controller', 'Drive Mode', 'Memory Seats', 'Power seats', 'Voice control', 'Seats Cooling', ' Foldable rear seats', 'Rear Central Arm Rest', 'Back Side A/C Control ', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Open Trunk Electricity', 'Rear Fog Lights', 'Electrical Fold Outside Mirror']",
Kia,Cerato,LX,2019,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.6,Used,141161 km,Riyadh,"['Traction Control System', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Velvet Seats', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Ford,Taurus,امبيانتي,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.0,Used,83023 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Traction Control System', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Mouse controller', 'Voice control', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Rear Central Arm Rest', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Auto', 'Remote Entry', 'Power seats', 'Paddle shift', 'Bluetooth', 'USB Input', 'Power connection', 'Auto Parking', 'Media screen', 'Radio', 'Daytime Running Lights', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights']",
Toyota,Corolla,XLI,2019,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.6,Used,68887 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
