brand,model,trim,year,origin,color,options,fuel,gear,drivetrain,cylinders,engine size,condition,kilometer,location,aminities,cabin
Jeep,Grand Cherokee,ليمتد,2019,Saudi,Brown,Half Full,Gasoline,Automatic,Double (4x4),6,3.6,Used,31928 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Memory Seats', 'seat heating / cooling', 'Power seats', 'Voice control', 'Echo', ' Foldable rear seats', 'Rear Central Arm Rest', 'Paddle shift', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Open Trunk Electricity', 'Keyless Entry System', 'Rear Fog Lights', 'Headlamp washers', 'Headlight Electronic Adjustment']",
Mazda,CX5,GRADE 1,2019,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,2.5,Used,91838 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Auto Hold', 'Front & Rear Power Windows', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Voice control', 'Manual seats\t', ' Foldable rear seats', 'Power connection', 'Bluetooth', 'USB Input', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Electrical Fold Outside Mirror']",
BMW,X Series,6 xDrive 40i,2022,Saudi,Black,Half Full,Gasoline,Automatic,AWD,6,3.0,Used,32440 km,Riyadh,"['Safety belts', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Blind Spot Information', 'Mouse controller', 'Power seats', 'Leather Seats', 'Voice control', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Rear Central Arm Rest', 'Remote Entry', 'Drive Mode', 'Paddle shift', 'Back Side A/C Control ', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Radio', 'Media screen', 'Side camera', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Halogen Lamps']",
Hyundai,Accent,High,2019,Saudi,White,Full,Gasoline,Automatic,FWD,4,1.6,Used,115942 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Voice control', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Hyundai,Accent,GL,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,109693 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Power connection', 'Bluetooth', 'USB Input', 'AUX', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Hyundai,Accent,GL,2019,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,1.4,Used,122423 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', ' Foldable rear seats', 'Power connection', 'USB Input', 'AUX', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Toyota,Corolla,XLI,2020,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,1.6,Used,59972 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'AUX', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Hyundai,Accent,GL,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,111717 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Power connection', 'Bluetooth', 'USB Input', 'AUX', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Ford,Explorer,XLT,2018,Saudi,Grey ,Half Full,Gasoline,Automatic,Double (4x4),6,3.5,Used,65063 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Blind Spot Information', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Manual', 'Mouse controller', 'Drive Mode', 'Power seats', 'Voice control', ' Foldable rear seats', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Rim Wheels', 'Front Fog Lamps', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Open Trunk Electricity', 'Keyless Entry System', 'Rear Fog Lights', 'Daytime Running Lights', 'Cargo Carrier', 'Headlight Electronic Adjustment']",
Honda,Accord,LX Sport,2019,Saudi,White,Half Full,Gasoline,Automatic,FWD,4,1.5,Used,71315 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Sensors control', 'Drive Mode', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Rear Central Arm Rest', 'Front & Rear Power Windows', 'Remote Entry', 'Power seats', 'A/C Manual', 'Paddle shift', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler']",
Hyundai,Accent,GLS,2019,Saudi,Blue,Half Full,Gasoline,Automatic,FWD,4,1.6,Used,61088 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Front & Rear Power Windows', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Mirrors (Black)', 'Manual seats\t', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Front Fog Lamps', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Hyundai,Elantra,GL,2020,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,4,1.6,Used,115345 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Toyota,Prado,TXL,2019,Saudi,White,Standard,Gasoline,Automatic,Double (4x4),4,2.7,Used,95760 km,Riyadh,"['Hill Descent Control', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Manual seats\t', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Refrigerator', 'Remote Entry', ' Foldable rear seats', 'Fabric Seats', 'Car Key', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Rear spoiler', 'Daytime Running Lights', 'Side sills', 'Cargo Carrier', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Hawk Rear']",
Hyundai,Santafe,GL,2018,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,4,2.4,Used,93403 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Front & Rear Power Windows', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', ' Foldable rear seats', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Chevrolet,Suburban,LS,2017,Saudi,another_color,Standard,Gasoline,Automatic,RWD,8,5.3,Used,96945 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Velvet Seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'Power seats', 'A/C Manual', 'Remote Entry', 'Voice control', ' Foldable rear seats', 'Rear Central Arm Rest', 'USB Input', 'AUX', 'Power connection', 'Bluetooth', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Side Turn Signals', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Mercedes,C,200,2021,Saudi,Black,Standard,Gasoline,Automatic,RWD,4,2.0,Used,23696 km,Riyadh,"['Safety belts', 'Traction Control System', 'Sensors control', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Lane Departure Warning System', 'Remote Entry', 'Leather Seats', 'Power seats', ' Rear AC Vents', 'Voice control', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Mouse controller', 'Paddle shift', 'Electric car curtain', 'Bluetooth', 'USB Input', 'Rear Camera', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Rain Sensing Wipers', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals']",
Mazda,CX5,High,2021,Saudi,Black,Full,Gasoline,Automatic,AWD,4,2.5,Used,63155 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Safety belts', 'Electronic Stability Program', 'Hill start Assist Control', 'Electronic Brakeforce Distribution', 'Lane Departure Warning System', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Power seats', 'A/C Auto', 'Remote Entry', 'Mouse controller', 'Drive Mode', ' Foldable rear seats', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Navigation System', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Side Turn Signals', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror']",
Mazda,CX9,High Plus,2021,Saudi,Red,Full,Gasoline,Automatic,AWD,4,2.5,Used,31126 km,Riyadh,"['Safety belts', 'Traction Control System', 'Sensors control', 'Forward Collision Warning', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Electronic Brakeforce Distribution', 'Lane Departure Warning System', 'Drive Mode', 'Power seats', 'Voice control', 'Leather Seats', ' Rear AC Vents', 'Echo', 'Fingerprint Ignition', 'Seats Cooling', 'Steering Wheel Controls', 'Cruise Control', ' Foldable rear seats', 'Front & Rear Power Windows', 'Rear Central Arm Rest', 'A/C Auto', 'Back Side A/C Control ', 'Remote Entry', 'Bluetooth', 'USB Input', 'AUX', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler']",
Hyundai,Elantra,GL,2019,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,2.0,Used,68504 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Cruise Control', 'Drive Mode', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Toyota,Corolla,XLI,2019,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.6,Used,58444 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Hyundai,Elantra,GL,2020,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,1.6,Used,164140 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Hyundai,Elantra,GL,2020,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.6,Used,87511 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
BMW,X Series,4 xDrive 30i,2022,Saudi,Grey ,Full,Gasoline,Automatic,AWD,4,2.0,Used,100 km,Riyadh,"['Hill Descent Control', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Traction Control System', 'Sensors control', 'Drive Mode', 'Power seats', 'Voice control', 'Leather Seats', 'Echo', ' Rear AC Vents', 'Rear Central Arm Rest', 'Fingerprint Ignition', 'Paddle shift', 'Steering Wheel Controls', 'Back Side A/C Control ', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Mouse controller', 'Memory Seats', 'Remote Entry', 'ISOFIX', ' Foldable rear seats', 'Bluetooth', 'USB Input', 'Power connection', 'Camera 360', 'Media screen', 'Rear Camera', 'Navigation System', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'LED Lamps', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Halogen Lamps', 'Window Defroster']",
BMW,3 Series,320i ,2021,Other,Blue,Standard,Gasoline,Automatic,RWD,4,2.0,Used,75611 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Sensors control', 'Voice control', 'Leather Seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Power seats', 'Mouse controller', 'Echo', 'Bluetooth', 'USB Input', 'Rear Camera', 'Media screen', 'Radio', 'Power connection', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Halogen Lamps', 'Window Defroster']",
BMW,X Series,2 S Drive 20I,2021,Saudi,Blue,Half Full,Gasoline,Automatic,FWD,4,2.0,Used,69159 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Mouse controller', 'Drive Mode', 'Memory Seats', 'Power seats', 'Voice control', 'Echo', 'ISOFIX', 'Rear Central Arm Rest', 'Paddle shift', 'Power connection', 'Bluetooth', 'USB Input', 'Rear Camera', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Chevrolet,Spark,LS,2020,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.4,Used,54149 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Radio', 'Bluetooth', 'USB Input', 'Power connection', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Chevrolet,Traverse,LS,2021,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,6,3.6,Used,41130 km,Riyadh,"['Electronic Brakeforce Distribution', 'Brake Assist System', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Auto Hold', 'Traction Control System', 'Voice control', ' Foldable rear seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Manual', 'Drive Mode', 'Manual seats\t', 'Mouse controller', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Rear DVD', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'LED Lamps', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Halogen Lamps', 'Window Defroster']",
Toyota,Highlander,GLE,2020,Saudi,White,Half Full,Hybrid,CVT,AWD,4,2.5,Used,114671 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Safety belts', 'Electronic Stability Program', 'Electronic Brakeforce Distribution', 'Lane Departure Warning System', 'Traction Control System', 'Forward Collision Warning', 'Auto Hold', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Power seats', 'Fabric Seats', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Voice control', 'Echo', ' Foldable rear seats', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Side Turn Signals', 'Front Fog Lamps', 'Window Defroster', 'Rear spoiler', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Mazda,CX9,High Plus,2022,Saudi,Black,Full,Gasoline,Automatic,AWD,4,2.5,Used,33117 km,Riyadh,"['Safety belts', 'Traction Control System', 'Sensors control', 'Forward Collision Warning', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Blind Spot Information', 'Lane Departure Warning System', 'Back Side A/C Control ', 'Memory Seats', 'Power seats', 'Leather Seats', 'Voice control', ' Rear AC Vents', 'Fingerprint Ignition', 'Echo', 'Steering Wheel Controls', 'Seats Cooling', 'Cruise Control', 'Front & Rear Power Windows', ' Foldable rear seats', 'A/C Auto', 'Rear Central Arm Rest', 'Remote Entry', 'Paddle shift', 'Mouse controller', 'Drive Mode', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Projector', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Halogen Lamps']",
