,title,location,bedrooms,bathrooms,area,price,compound
0,Apartment for sale in zahraa el maadi 160m .,"10th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,160,1840000.0,0
1,197 m new Andalus immediate receipt - 3 years inst,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,197,1793600.0,0
2,furnished  Apartment  for rent in Sarayat El Maadi,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,2,200,3500000.0,0
3,Apartment with great location with 60 month,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4,4,230,1564000.0,0
4,Apartment for sale in zahraa elmaadi 140m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,1,140,1200000.0,0
5,Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3,2,210,1867000.0,1
6,Ground Apartment in Bloomfield 5 % Down Payment,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,190,2889000.0,1
7,In Eastown SODIC 5th settlement apartment for sale,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,1400000.0,1
8,Apartment For Sale Maadi nerko Cairo super lux,"Masaken Nerco St., Degla, Hay El Maadi, Cairo",3,2,170,1550000.0,0
9,Apartment for sale Cairo Festival City on the Club,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,133,3060000.0,0
10,apartment for sale in eastown  --  (  sodic ),"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,164,2600000.0,1
11,Apartment for sale in zahraa elmaadi 170m .,"Thirteenth Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,170,1250000.0,0
12,Apartment 179 + 13 green terrace wide view  Dejoya,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,179,1790000.0,1
13,Apartment with garden for sale at eastown sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,2773000.0,1
14,188 m bait  Watn - 5th district - 2 years delivery,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,188,1244400.0,0
15,شقة 3 غرف تقسيط 7 سنوات الباتيو اورو التجمع الخامس,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,166,2400000.0,1
16,Apartment for sale in zahraa elmaadi 150m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,150,1500000.0,0
17,finished Apartment 10% DP in Heliopolis Towers,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",2,3,204,2600000.0,0
18,Apartment for sale in Tejan compound 205m + Garden,"Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",4,3,205,2200000.0,1
19,Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3,2,210,1640000.0,1
20,"Apartment 9years installment 165,000 Down Payment","Park Lane, New Capital Compounds, New Capital City, Cairo",2,1,120,1100000.0,1
21,apartment 190 m for sale new capital discount 25%,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,190,1725000.0,1
22,Apartment In Midtown Condo New Capital 120m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,1,120,800000.0,1
23,Apartment for sale in zahraa elmaadi 125m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,125,980000.0,0
24,Apartment for sale in zahraa elmaadi 125m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,125,980000.0,0
25,Apartment for sale in zahraa elmaadi 185m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,185,1700000.0,0
26,Apartment fully finished for sale in Up town Cairo,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,239,4900000.0,0
27,Apartment 230 m At Al Baron Palace Prime Location,"Tanfez Al Ahkam St., Zahraa El Maadi, Hay El Maadi, Cairo",3,3,230,2300000.0,0
28,Hot Deal Apartment for sale 155M Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,155,3000000.0,1
29,الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,104,671360.0,1
30,AlBurouj-apartment 3 bds-finished-5 %DP 14 years .,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,182,155000.0,1
31,A special apartment 75m  in Capital Heights 2,"Capital Heights 2, New Capital Compounds, New Capital City, Cairo",2,1,75,1078000.0,1
32,Apartment For Sale in Prime Location 274M at MVHP,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,274,2600000.0,1
33,Apartment272m in New Cairo with Under market price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,272,3150000.0,1
34,Apartment for Sale in Mivida Emaar,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3700000.0,1
35,Apartment 240 m for sale at El Korba Heliopolis.,"Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo",3,2,240,3700000.0,0
36,Duplex 310m for Sale in Uptown Cairo Compound,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,310,6100000.0,1
37,Apartment in castle land mark 10 years installment,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,200,1770000.0,1
38,Great 40% cash discount Midtown sky,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",2,2,140,1058400.0,1
39,Own your apartment with the lowest down payment .,"Degla Towers, Nasr City Compounds, Nasr City, Cairo",3,1,104,681850.0,1
40,Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3,2,210,1400000.0,1
41,Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,1,120,934000.0,1
42,Apartment for sale in zahraa el maadi 205m .,"Corniche St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,205,1500000.0,0
43,Apartment for Sale In Al Rehab 118m² ultra lux .,"Nizar Kabani St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",3,2,118,1650000.0,0
44,Buy Now in District5 Apartment Very prime Location,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,126,2442000.0,1
45,Pay 149K And Own Apt 143m With Installments 8 Y .,"R7, New Capital City, Cairo",3,3,143,1490000.0,0
46,Flat With Zero Over - Prime Location In Galleria..,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,196,1300000.0,0
47,Apartment 145m new phase in castle land mark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",2,2,145,1450000.0,1
48,Pay 180K And Own Your Apt150m With Installment 11Y,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1
49,Apartment 3 bed+ Nanny's for sale in VGK Compound.,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,185,2100000.0,1
50,Apartment 140m for sale in Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,1650000.0,1
51,Apartment for sale in zahraa elmaadi 170m .,"6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,170,1400000.0,0
52,Apartment in New Capital 0% Down Payment-10 Years,"The Loft, New Capital Compounds, New Capital City, Cairo",3,2,174,1938000.0,1
53,Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,1,120,1067000.0,1
54,Apartment for sale 158m in Taj City New Cairo,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,158,270000.0,1
55,Apartment for sale in zahraa elmaadi 200m .,"6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,200,1700000.0,0
56,Apartment | Mivida | Boulevard | Fully Finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,1,209,4300000.0,1
57,Mivida Crescent Apartment with Garden for Sale,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,243,5600000.0,1
58,apartment 155 m with garden 85 m in eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,4,155,2650000.0,1
59,18% Discount on Finished Apartment In New Capital,"Capital Heights 2, New Capital Compounds, New Capital City, Cairo",3,3,118,1576583.0,1
60,Great Offer 5% and 8 years La Vista City  !,"La Vista City, New Capital Compounds, New Capital City, Cairo",3,2,230,5800000.0,1
61,Finished corner Apartment - CFC Under market price,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,134,3300000.0,0
62,apartment very prime location for sale in Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,187,3000000.0,1
63,Own your apartment with a 10% dp  in TRUE.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,108,746580.0,0
64,Apartment for sale 205 meters in Tijan Compound,"Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,205,2200000.0,1
65,Delivered Apartment at Eastown with installments,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,154,2184000.0,1
66,Apartment 200 m 10% down payment /25% discount,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,4,200,1736000.0,1
67,apartment for sale uptown cairo 140SQM,"The Sierras, Uptown Cairo, Mokattam, Cairo",2,3,140,3600000.0,0
68,Apartment in lake view residence rest over 4 years,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,262,860000.0,1
69,Apartment for sale in One Qatamya compound .,"One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,2,145,1450000.0,1
70,"Last studio 70m Dejoya New Capital, installment10y","De Joya, New Capital Compounds, New Capital City, Cairo",1,1,70,950000.0,1
71,Apartment 274m in mountain view hyde park-move now,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,274,540000.0,1
72,Apartment 125m in Bait Alwatan of the Fifth Avenue,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,125,743000.0,0
73,Apartment for sale in zahraa elmaadi 200m .,"Darna, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,200,1550000.0,0
74,Apartment 125m in Bait Alwatan of the Fifth Avenue,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,125,743000.0,0
75,Apartment for sale in Grand city compound 215m .,"Grand City, Zahraa El Maadi, Hay El Maadi, Cairo",4,3,215,2300000.0,1
76,Own your apartment with the lowest down payment .,"Degla Towers, Nasr City Compounds, Nasr City, Cairo",3,1,109,779580.0,1
77,"Apartment 10Years Installment 260,000 Down Payment","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,2600000.0,1
78,Apartment 152 m2 for sale in galleria moon valley,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,152,1250000.0,0
79,Apartment for sale in zahraa elmaadi 165m .,"Corniche St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,165,1300000.0,0
80,Prime location Apartment with good Price in MVHP,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,199,2250000.0,1
81,Apartment 110m For Sale prime location - New Cairo,"North Lotus, El Lotus, New Cairo City, Cairo",2,1,110,760000.0,0
82,Fully finished Apartment with AC's Greenry view,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,165,1271135.0,0
83,APARTMENT IN ZED EAST/NEW CAIRO/8YEARS INSTALLMENT,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,1,63,2000000.0,1
84,Apartment upgraded finishing for rent at Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3400000.0,1
85,Apartment for sale in the thirteenth part,"13th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,170,1250000.0,0
86,Apartment (255) meters for Sale in Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,255,4100000.0,1
87,50% cash discount amazing apartment at sarai,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,182,2622000.0,1
88,Apartment 197m Lowest Price in Lakeview Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197,2800000.0,1
89,Lowest price apartment 132 M in Cairo Festival City,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,132,2950000.0,0
90,Own your apartment with a 10% dp  in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,160,1920000.0,1
91,apartment sale or rent maadi cornish fully furnished,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3,2,180,2650000.0,0
92,Apartment 160 m in Village gardens Katameya compound,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,160,1600000.0,1
93,Hot & Prime location Zero Over - 154 Meter Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,2530000.0,1
94,Apartment |Mivida|Boulevard|installments|Fully Finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,167,2614000.0,1
95,Apartment With Opening Kitchen For Sale In Maadi Sarayat,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,3,220,2200000.0,0
96,ground apartment for sale 220m fully finished at uptown cairo,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,220,5555000.0,0
97,Fully Finished Apartment In Patio 7 For Sale Discount Cash 30 %,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,110,2000000.0,1
98,Own your apartment with 10% down payment in Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,134,2100000.0,1
99,الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,108,703300.0,1
100,Apartment for Sale In Madinaty Garden View.,"Madinaty, Cairo",2,1,107,985000.0,0
101,Corner Apartment 133m  For Sale In cairo Festival,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,133,3000000.0,0
102,Apartment for sale first housing 440 m (Aurora),"Aurora, Uptown Cairo, Mokattam, Cairo",4,4,440,10000000.0,0
103,الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,108,741170.0,1
104,"Book your apartment in the New Administrative Capital, Castle Landmark","Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,150,1584400.0,1
105,"Apartment for sale in De Joya, 10% down payment and 10 years installments","De Joya, New Capital Compounds, New Capital City, Cairo",3,2,135,1548750.0,1
106,Your apartment with 10% downpayment and 10 years installments in Castle Landmark.,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,174,2088000.0,1
107,Book your unit now with 0 down payment over 8years,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,3200000.0,1
108,Apartment 190m for sale new capital  25% discount,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,190,1700250.0,1
109,155m Apt with 85m garden for sale in SODIC EASTOWN,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,4,155,2650000.0,1
110,Your apartment with 10% down payment and up to 10 years installments in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,245,2980000.0,1
111,Your apartment with 10% down payment and up to 10 years installments in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,175,2100000.0,1
112,Villa 4 Sale In Pk1 Wz Penthouse N Prime Location.,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5,4,800,12000000.0,1
113,Apartment For Sale Maadi Sarayat-Cairo  super lux.,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,3,300,3000000.0,0
114,buy apartment 235 m² with downpayment 141000 EGP,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,235,141000.0,0
115,الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,104,708075.0,1
116,The lowest monthly installment with 8000 pounds  .,"Menorca, New Capital Compounds, New Capital City, Cairo",2,2,115,111500.0,1
117,الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,108,681660.0,1
118,Uptown Cairo Apartment for sale 217meters,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,217,3900000.0,0
119,Own amazing Apartment in one Kattameya,"One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,2,137,1500000.0,1
120,*Low PRICE* Apartment 200m + Shared Pool in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3500000.0,1
121,Castle Landmark over 12 years equal installments,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,177,1780000.0,1
122,شقة 280م2 للبيع بشارع حسن شريف الرئيسى مدينة نصر..,"Dr Hassan Al Sherif St., 8th Zone, Nasr City, Cairo",4,3,280,2600000.0,0
123,Apartment for sale 10 years installments Bloomfields,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,125,1600000.0,1
124,"With 15% downpayment, book your unit in TRUE Nsr Cit.","Aal Othman St., 10th District, Nasr City, Cairo",3,1,104,650380.0,0
125,ِApartment with Ultra super finishing for sale at patio7,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,150,3150000.0,1
126,Villa for sale in the capital at 40% discount cash in Midtown Sky,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",5,4,350,2669000.0,1
127,Own your apartment in installments up to 7 years in TRUE Compound.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,109,713700.0,1
128,Book your apartment in true compound Nasr Ciy.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,104,718565.0,1
129,"Apartment 157m Serrano New capital,R7, Exclusive","Serrano, New Capital Compounds, New Capital City, Cairo",3,3,157,1700000.0,1
130,Apartment for sale 125 meters seventh part Elmaadi,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,125,980000.0,0
131,Ready to move apt. at lakeview residence New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,268,4085550.0,1
132,Your apartment 170 m ground with garden Fifth Avenue and premium up to 36 months,"Grand Cesar, South Investors Area, New Cairo City, Cairo",3,2,170,1530000.0,0
133,Ground apartment with Acs under market price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,4100000.0,1
134,Apartment for sale in MVHP direct on Majestic Lake,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,274,2850000.0,1
135,Own apartment127m at50% discount in Saray Compound,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,127,1954675.0,1
136,Apartment 135m in Hyde Park -10 years installments,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,2100000.0,1
137,Bloomfields-own your unit 2 years with 5% &10years,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,189,133000.0,1
138,"Apartment 156 m for sale in the capital, 15% down payment, 10 years installment","R7, New Capital City, Cairo",3,3,156,1980000.0,0
139,Ap. overlooking  the lake  in  Lake View Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,3150000.0,1
140,Typical floor  Apartment in Eastown Good Location,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,3481000.0,1
141,Prime location for sale at eastown parks,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,3450000.0,1
142,apartment in sodic over 8years (ready to move),"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,161,3000000.0,1
143,Finished Apartment in Sueno 11 Years installments,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1
144,10% DP + 10 years installments in Castle landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,4,205,1919580.0,1
145,For Sale ready to move Apartment at Galleria,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,139,1850000.0,0
146,Apartment 10 Years Installment Bloomfields 153 M,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,153,2000000.0,1
147,apartment prime location Mountain view Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,115,1700000.0,1
148,Big Discount ( Scene 7 ) Akam  - New Capital City,"Scenario, New Capital Compounds, New Capital City, Cairo",3,3,179,2058000.0,1
149,Apartment in New Cairo for sale with installments,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,142,2150000.0,1
150,The Cheapest Apt 3Beds In New Capital And Insta10Y,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,135,130000.0,1
151,For sale prime location apartment at Fifth square,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,166,3340000.0,0
152,for sale villa Fountain Park- swimming pool,"Fountain Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,400,11500000.0,1
153,12 years installments Limited Offer in Armonia,"Armonia, New Capital Compounds, New Capital City, Cairo",3,2,161,2130999.0,1
154,Apartment 200 m for sale in New Cairo - Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,4000000.0,1
155,apartment 274 for sale in mountain view Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,274,2590000.0,1
156,متشطبة بالتكييفات بمقدم504 ألف تسليم بعد 6 شهور,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,160,504000.0,0
157,شقه للبيع مدينه نصر بموقع متميز جدا وسعر مميز,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",3,2,180,1500000.0,0
158,شقة 3 غرف متشطبه أمام سفارة الامارات بمقدم 363 الف,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",3,2,157,363000.0,0
159,ارضي بحديقة الاندلس الجديدة استلام فوري بالتتقسيط,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,162,1494400.0,0
160,شقة 121 مترغرفتين متشطبه بالكامل بمقدم 278 الف,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",2,1,121,278000.0,0
161,اخر وحدتين بالتشطيب بسعر متر 11 الف وبتقسيط 11 سنة,"R7, New Capital City, Cairo",3,2,150,1680000.0,0
162,شقة تقسيط 10سنوات امام اكبر حديقة مركزية بالعاصمة,"Menorca, New Capital Compounds, New Capital City, Cairo",3,3,160,1536000.0,1
163,شقه 116م للبيع بمدينتي B10 تطل على حديقه,"Madinaty, Cairo",3,2,116,1263000.0,0
164,كومبوند بلوم فيلد في مدينه المستقبل,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",1,1,76,1000000.0,1
165,ستديو 51 متر متشطب بمقدم 131 الف بقلب مصر الجديدة,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",1,1,51,131000.0,0
166,امتلك شقة 175م بجوار الحى الدبلوماسى بسعر متر 8000,"Catalan, New Capital Compounds, New Capital City, Cairo",3,3,175,1400000.0,1
167,مرحلة جديدة في Castle Landmarkمساحات تبدأ من 80 م,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",0,1,80,1040000.0,1
168,شقة امام فندق هيلتون و فندق كمبنسكي تقسيط 10سنوات,"Menorca, New Capital Compounds, New Capital City, Cairo",2,2,129,1315000.0,1
169,lowest price apartment 190m In New Capital .,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",3,3,190,1824000.0,1
170,Apartment 3 Bedrooms in New Cairo for sale,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,3390000.0,1
171,"apartment for sale in Al Yasmeen 5, 5th settlement","El Sharbatly, The 5th Settlement, New Cairo City, Cairo",3,2,220,2500000.0,0
172,apt 160 corner for sale in mountain view Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,160,1700000.0,1
173,For Sale Town House 263 m Villette Sodic Delivered,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,263,5000000.0,1
174,Apartment For SaleThe Village Palm Hills New Cairo,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,2300000.0,0
175,apartment prime location Mountain view Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,160,1750000.0,1
176,Paid 504K And Own Apt Finished Apt With A/Cs .,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,160,3360000.0,0
177,pay 145.000 and owned your apt on the tourist path,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,135,145000.0,1
178,"lowest price per meter 11k,fully finished,11years","Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1
179,apartment prime location Mountain view Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,199,2300000.0,1
180,Apartment for sale at 5th Settlement-special offer,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,139,932900.0,0
181,Delivered Your Apt With 5% DP And 14Y Installments,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,136,2300000.0,1
182,Fully Finished Apartment ready to move - El Patio7,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,156,3900000.0,1
183,Most-Wanted Apartment In VGK is NOW For Sale !!,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,163,1600000.0,1
184,Good Opportunity For Sale Apartment In Mivida 200m,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3375000.0,1
185,for sale aprtment 197m in lake viwe residense....,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197,2950000.0,1
186,Mivida Emaar Apartment 200 SQM Under Market Price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3600000.0,1
187,Fully Finished apartment for sale at Regent's Park,"Regents Park, Al Andalus District, New Cairo City, Cairo",3,2,188,3000000.0,0
188,Apartment 215m Mountain View very prime location,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,2470000.0,1
189,Apartment for sale in Mountain Hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,200,3000000.0,1
190,Apartment FULLY FINISHED for Sale in Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,210,3900000.0,1
191,apartment 201 meter in La Mirada New Cairo,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,201,2700000.0,1
192,Apartment in Heliopolis 450 sqm Fully finished,"Abd Al Aziz Fahmy St., Heliopolis Square, El Nozha, Cairo",5,3,450,6000000.0,0
