,title,location,bedrooms,bathrooms,area,price,compound
3093,Apartment for sale in Lower Meirj Zahraa El Maad,"Al Esraa St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,185,1400000.0,0
3094,For sale Apartment 187 m2 in Eastown - Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,187,3100000.0,1
3095,Apartment received violin 6 months from Lake View,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,5000000.0,1
3096,Apartment 0% Down Payment in the Loft New Capital,"The Loft, New Capital Compounds, New Capital City, Cairo",1,1,83,1265000.0,1
3097,Apartment 213 m in shorouk city neighborhood club,"El Nady District, Shorouk City, Cairo",3,2,213,1405000.0,0
3098,Apartment for sale in Lotus with a Prime location,"North Lotus, El Lotus, New Cairo City, Cairo",3,3,188,1700000.0,0
3099,Apartment for sale Tag Sultan Compound Delivered,"Tag Sultan, Ring Road, Cairo",3,3,218,2550000.0,1
3100,Apartment 126 m immediate receipt in new Andalus,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,126,1008000.0,0
3101,Super Lux apartment for sale in South Academy,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",3,3,190,2750000.0,0
3102,Apartment 3 Bedrooms in Hyde Park - Ready to move.,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,212,2728000.0,1
3103,Apartment In The Village-Smart Compound,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,1900000.0,1
3104,Apartment with garden for sale at Galleria Moon,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2,2,120,1650000.0,0
3105,Stone Residence NO OVER PRICE !!!!!!!!!!,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,1456000.0,1
3106,Sunny Apartment for Sale Close To French School,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,3,250,3330000.0,0
3107,large massionte for sale at hyde park new cairo ..,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,245,3570000.0,1
3108,own your unit with 30% downpayment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,1451000.0,1
3109,apartment for sale at new capital,"De Joya, New Capital Compounds, New Capital City, Cairo",2,2,120,840000.0,1
3110,The Lowest Price in l' avenir Sabbour Future City.,"L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,3,160,1250000.0,1
3111,Apartment for sale in Zahraa El Maadi - 125 meter,"Tanfez Al Ahkam St., Zahraa El Maadi, Hay El Maadi, Cairo",2,1,125,1100000.0,0
3112,Apartment for Sale in Taj Sultan ground+garden   .,"Tag Sultan, Ring Road, Cairo",3,2,160,2150000.0,0
3113,Apartment for Sale in Taj Sultan semi finished   .,"Tag Sultan, Ring Road, Cairo",2,1,102,1350000.0,0
3114,Apartment for sale in Trio Villas with installments,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,2550000.0,1
3115,Resale Move in Apartment in CFC super lux landscape,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,135,3350000.0,0
3116,Super Lux apartment for sale in Cairo Festival City,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,3,190,6000000.0,0
3117,Apartment For sale in Regents Park & Installment,"Regents Park, Al Andalus District, New Cairo City, Cairo",2,2,140,2400000.0,0
3118,"Apartment 142m for sale in Hyde Park, prime location","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,216,4350000.0,1
3119,Hyde Park - Park View - Delivered & Installments,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,156,2000000.0,1
3120,"Apartment for sale in Abbas El Akkad Street, Nasr City","Abbas Al Akkad St., 1st Zone, Nasr City, Cairo",3,2,200,1850000.0,0
3121,Apartment with a very special price in Park Lane 160 m,"Park Lane, New Capital Compounds, New Capital City, Cairo",3,3,160,1680000.0,1
3122,Apartment 147m Fully Finished View Greenery & Lake,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,147,1332000.0,0
3123,"Apartment for sale in Swan Lake Hassan Allam, New Cairo","Swan Lake, The 1st Settlement, New Cairo City, Cairo",3,3,151,4446950.0,0
3124,Apartment for sale in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,3600000.0,1
3125,"Middle apart, on 33 acres best location @Mivida","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,244,6800000.0,1
3126,Cozy well done flat for sale in maadi close to CAC,"Degla Square, Degla, Hay El Maadi, Cairo",2,2,150,2100000.0,0
3127,Flat to feel at home  for sale in maadi sarayat,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,2,200,2100000.0,0
3128,"Apartment for sale in Lower Mirage, 110 meters","Abdel Rassoul St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",2,1,110,750000.0,0
3129,Apartment for sale Galleria Moon Valley Pool View,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,157,1800000.0,0
3130,apartment prime location village garden katmia,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,174,2300000.0,1
3131,apartment 73 at armonia 184000 down payment,"Armonia, New Capital Compounds, New Capital City, Cairo",1,2,73,710000.0,1
3132,شقة للبيع 180م بمدينة نصر المنطقة السادسة,"Ibn Al Nafis St., 6th Zone, Nasr City, Cairo",2,1,180,1150000.0,0
3133,Apartments150ة fully finished installment over 11y,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,151,1661000.0,1
3134,for sale 122 meter in lake view +43 meter Garden,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,122,2200000.0,1
3135,Apartment for sale in Zahraa Maadi main street,"Zahraa Al Maadi St., Degla, Hay El Maadi, Cairo",3,2,150,1500000.0,0
3136,Big flat with great view for sale in maadi digla,"Degla Square, Degla, Hay El Maadi, Cairo",4,3,294,4000000.0,0
3137,Own  apartment at a 50% discount in Saray Compound,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,122,1893884.0,1
3138,apartment for sale at bloom fields fully finished,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,165,140000.0,1
3139,"Apartment for sale in Zahraa El Maadi,Bavaria Town","Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,130,1500000.0,0
3140,"Check in the New Cairo Galleria Residence, with facilities","Galleria Residences, South Investors Area, New Cairo City, Cairo",3,2,125,1440000.0,0
3141,Furnished apartment with garden in Palm Hills Village Gate,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3,2,154,3150000.0,0
3142,apartment in beit alwatan Contracted 15% Installment 60 months,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,225,214000.0,0
3143,For sale in Madinaty Studio Ultra Super Lux excellent location,"Madinaty, Cairo",0,1,46,850000.0,0
3144,"For sale in Madinaty, Apartment 135 m in B2 Ames, Apartment No. 53","Madinaty, Cairo",3,2,135,1650000.0,0
3145,Own an apartment with a distinctive view in Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,160,1500000.0,1
3146,Fully furnished and finishing luxurious apartment in Cairo Festival,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,3,210,6200000.0,0
3147,Apartment for sale in Madinaty 116m View Garden in front of services,"Madinaty, Cairo",3,2,116,1150000.0,0
3148,Apartment for Sale in The Square 5th settlement,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,172,1650000.0,1
3149,شقة غرفتين تشطيب كامل مقدم5% اقساط على14سنة البروج,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,134,2300000.0,1
3150,Apartment Close To Auc For Sale-Village Palm Hills,"The Village, South Investors Area, New Cairo City, Cairo",2,2,150,2900000.0,0
3151,very good deal Apartment 170m in Palm hills vgk,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,170,1900000.0,1
3152,Semi finished apartment in Village Garden Katameya,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,163,1600000.0,1
3153,Duplex414m  for sale in Sierras Uptown Cairo,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,414,7500000.0,0
3154,Apartment146m with garden-the village Palm hills,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,2900000.0,0
3155,apartment very prime location for sale in Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,287,4200000.0,1
3156,Great flat 245 m with 60 month- Biet el Watan,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4,3,180,1666000.0,0
3157,Apartment with garden for sale at El Patio7,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,220,5250000.0,1
3158,Apartment For Sale 120m The City Valley,"The City Valley, New Capital Compounds, New Capital City, Cairo",2,2,120,1560000.0,1
3159,Ground with garden for sale Galleria Moon Valley,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,194,2950000.0,0
3160,apartment for sale on 90st direct,"90 Avenue, South Investors Area, New Cairo City, Cairo",2,2,220,2000000.0,0
3161,For Sale Apartment in De Joya 10 % Down Payment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,135,1350000.0,1
3162,Apartment 212m ready to deliver on 6years inst,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,212,3800960.0,1
3163,Regent's Park apartment with burnt price,"Regents Park, Al Andalus District, New Cairo City, Cairo",3,2,188,2940000.0,0
3164,Distinctive apartment for sale in Ashgar Darna,"Ashgar Darna, Zahraa El Maadi, Hay El Maadi, Cairo",2,1,125,980000.0,0
3165,apartment for sale in sarai 0%DP - amazing view,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,155,2476078.0,1
3166,ready to move apartment in galleria residence    .,"Galleria Residences, South Investors Area, New Cairo City, Cairo",3,3,152,2100000.0,0
3167,160 M Apartment in Serrano 8 years installments,"Serrano, New Capital Compounds, New Capital City, Cairo",3,2,160,1700000.0,1
3168,Cleopatra Palace Al Shorouk: Al Shorouk compounds,"Cleopatra Palace, 5th District, Shorouk City, Cairo",2,1,185,1900000.0,1
3169,ready to move apartment in galleria residence    .,"Galleria Residences, South Investors Area, New Cairo City, Cairo",3,3,152,2100000.0,0
3170,160 M Apartment in Serrano 8 years installments,"Serrano, New Capital Compounds, New Capital City, Cairo",3,2,160,1700000.0,1
3171,For sale Apartment Tijan Compound Zahraa El Maadi,"Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,210,2100000.0,1
3172,Apartment for sale in Eastown Parks -New Cairo   .,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,3450000.0,1
3173,Apartment for sale in Swan Lake 110m on 8years,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",2,2,110,2900000.0,0
3174,For Sale apartment 82m - SPECIAL PRICE - Madinaty,"Madinaty, Cairo",2,1,82,9500000.0,0
3175,Apartment 220m on beautiful view delivery 2021,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,220,3300000.0,1
3176,The Square- Apartment With Garden- Delivered,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,175,2500000.0,1
3177,Apartment 135m For Sale on De Joya,"De Joya, New Capital Compounds, New Capital City, Cairo",2,2,135,1616000.0,1
3178,Good opportunity duplex 294 meters - new narcissus,"New Narges, New Cairo City, Cairo",3,3,294,1705200.0,0
3179,Fifth square al Marasem Apartment 143m for Sale,"Fifth Square, North Investors Area, New Cairo City, Cairo",2,1,143,2742000.0,0
3180,For sale apartment - Garden View - Al Rehab 2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",2,1,100,1700000.0,0
3181,Duplex 210 m semi Furnished For Sale-Village Gate,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3,3,210,3200000.0,0
3182,Apartment for Sale in The Village Palm Hills,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,2420000.0,0
3183,Immediate delivery apartment with terrace for sale in La Merda Compound,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,2,333,3479000.0,1
3184,"Apartment for sale in Madinaty, 96m view wide garden, special finishing","Madinaty, Cairo",2,2,96,1200000.0,0
3185,Apartment for sale area of 200 meters Ultra Super Lux in Violet Villas 1,"Ahmed Shawky Axis, El Banafseg 1, El Banafseg, New Cairo City, Cairo",3,2,200,2700000.0,0
3186,"Apartment for sale in Madinaty 211m, fantastic view, for a snapshot price","Madinaty, Cairo",3,3,211,2500000.0,0
3187,Apartment for sale in the capital at a discount of 19% for a limited period,"Entrada, New Capital Compounds, New Capital City, Cairo",2,2,114,1170000.0,1
3188,"For sale in Madinaty, an apartment of 300 m ground with a garden of 70 m in view","Madinaty, Cairo",4,5,300,4500000.0,0
3189,"For investment lovers, B7 apartment for sale with furniture, one step of services","Madinaty, Cairo",2,1,65,850000.0,0
3190,"Apartment for sale in Nasser City, fully finished, finished with luxurious marble.","Al Tayaran St., Rabaa Al Adaweyah, Nasr City, Cairo",3,4,335,4000000.0,0
3191,"An opportunity for sale in my city, b7, apartment of 96 m finishing, ultra superlux","Madinaty, Cairo",2,2,96,1100000.0,0
3192,apartment at scene 7 with installment over 10years,"Scenario, New Capital Compounds, New Capital City, Cairo",3,3,179,2398666.0,1
3193,Omarat el Obour buildings Heliopolis Salah Salem,"Salah Salem St., Roxy, Heliopolis - Masr El Gedida, Cairo",4,1,150,1800000.0,0
3194,"Apartments,fully finished, installment over 11 yrs","Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1
3195,Best Resale In Capital Gardens,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,198,1140455.0,1
3196,apartment very prime location for sale in Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,187,3450000.0,1
3197,Flat with Garden 168m For Sale In Capital Gardens,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,168,1250580.0,1
3198,"Compound jayd, infront of rehab city.","El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,210,2520000.0,1
3199,apartment on a pool direct in fifth settlement,"90 Avenue, South Investors Area, New Cairo City, Cairo",3,3,187,4000000.0,0
3200,Apartment in New Capital 175m View Lake on 8 years,"Catalan, New Capital Compounds, New Capital City, Cairo",3,2,175,1550000.0,1
3201,Apartment 230 meters for sale in Zahraa El Maadi,"13th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",4,3,230,2500000.0,0
3202,"apartment in Villette Sodic, with 5% and 8 years","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,160,175000.0,1
3203,Apartment 113m fully finished with inst on 9years,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",2,2,113,3900000.0,0
3204,Apartment for sale 142 meter in lake view,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,142,2400000.0,1
3205,Al Mansour Real Estate Development (TRUE),"True, Nasr City Compounds, Nasr City, Cairo",3,2,117,919620.0,1
3206,Apartment in El Mostakbal City with 5% dp over 10,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,165,105000.0,1
3207,apartment on a pool direct in fifth settlement,"90 Avenue, South Investors Area, New Cairo City, Cairo",3,3,187,4000000.0,0
3208,"Apartment for sale in the capital, finished, at a discount of 30% for a limited period","Capital Heights 2, New Capital Compounds, New Capital City, Cairo",3,3,160,1780000.0,1
3209,"Own your apartment with a down payment of 90000 pounds in Al Burouj Compound, El Shorouk City","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,2,90,1700000.0,1
3210,Apartment in capital way new capital city 141 sqm,"The Capital Way, New Capital Compounds, New Capital City, Cairo",3,3,141,1142500.0,1
3211,For Sale 186m Garden Apt Hydepark Centerville,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,2600000.0,1
3212,**Apartment Fully Finished Delivery now Patio 7***,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,148,3100000.0,1
3213,Apartment186m finished with Lowest price IN MARKET,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,3600000.0,1
3214,Finished Apartment at Heliopolis Tower over 6Years,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",2,3,125,2600000.0,0
3215,Apartment For Sale In Lake View Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,145,1548000.0,1
3216,Villa type F separate in front of four seasons,"Madinaty, Cairo",3,3,700,7500000.0,0
3217,Apartment with Garden for sale at Alto Village UTC,"Alto, Uptown Cairo, Mokattam, Cairo",2,2,140,4000000.0,0
3218,FOURTEEN|UpTown | Apartment 170 SQM|Prime Location,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,170,3850000.0,0
3219,Apartment 164 for sale in installments in Saraya,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,164,2200000.0,1
3220,Apartment for sale Galleria Moon Valley View pool,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,160,1700000.0,0
3221,Apartment 207 meter in fifth square el marasem,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,207,2890000.0,0
3222,apartment 200m for sale in New Cairo- Mivida   .,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,4000000.0,1
3223,Apartment 190m second floor on view delivery 2021,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,4350000.0,1
3224,In Patio Oro Apartment 210m With Credit New Cairo,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,210,3500000.0,1
3225,Apartment for sale 10%Dp over 5 y sheikh zayed   .,"il Mondo, New Capital Compounds, New Capital City, Cairo",4,3,300,3583335.0,1
3226,Apartment for sale prime location in hyde park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,217,2000000.0,1
3227,شقة للبيع 160م بمدينة نصر عمارات زاهر,"Al Moshir Tantawy Axis, Al Wafa Wa Al Amal, Nasr City, Cairo",3,2,160,1150000.0,0
3228,Apartment for sale in Compound lajour,"Le Jour, Al Hadaba Al Wosta, Mokattam, Cairo",3,2,174,1300000.0,1
3229,Apartment For Sale IN New Cairo With 5% Dp over 8Y,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,1700000.0,1
3230,apartment 187m in sodic east town 3bd hot price...,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,187,3100000.0,1
3231,apartment 115M+50 garden delivery now In Marassem,"Fifth Square, North Investors Area, New Cairo City, Cairo",1,1,115,2167500.0,0
3232,Goodlocation Apartment for sale Eastown Sodic 234M,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,234,3650000.0,1
3233,Modern flat  for sale in maadi sarayat,"Sarayat Al Maadi, Hay El Maadi, Cairo",2,2,200,2800000.0,0
3234,Apartment for sale in Italian Quarter compound,"Alsuwais Cairo Road, Zahraa El Maadi, Hay El Maadi, Cairo",2,1,110,800000.0,1
3235,130m Fully Finished Apartment Near Heliopolis Club,"Manshiet El Tayaran St., Roxy, Heliopolis - Masr El Gedida, Cairo",2,2,130,1800000.0,0
3236,Zed East Apartment for sale fully finished+AC,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,105,2500000.0,1
3237,Apartment in Bloomfield For Sale 5% Down Payment,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,127,1611000.0,1
3238,2Bedroom -Fully Finished -10Years Instalment Atika,"Atika, New Capital Compounds, New Capital City, Cairo",2,2,108,1500000.0,1
3239,دوبلكس للبيع 300م بمدينة نصر المنطقة االتاسعة,"Ahmed Hassan St., 9th Zone, Nasr City, Cairo",4,3,300,1800000.0,0
3240,Stand alone villa sale in Katameya creeks Compound,"Katameya Creeks, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,7,750,22000000.0,1
3241,Apartment 212M  land sacpe view With Credit N Azad,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,212,3800000.0,1
3242,"Apartment for sale in Hussein Sedky Square,","Hussein Sedki Bath, Maadi, Hay El Maadi, Cairo",3,2,190,1800000.0,0
3243,"Apartment for sale in the administrative capital,","Serrano, New Capital Compounds, New Capital City, Cairo",3,2,125,1500000.0,1
3244,Apartment ground floor + garden for sale at VGK,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3,2,190,3100000.0,0
3245,apartment for sale in hydepark with magical price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,211,2600000.0,1
3246,Ground floor with 90m garden central park middle,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,230,6300000.0,1
3247,85m Good Opportunity Lowest Studio Delivered,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",0,1,85,950000.0,1
3248,Apartment for sale at mountain view View pool,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,199,2400000.0,1
3249,شقة للبيع 300م بمدينةنصر بالقرب من الحديقة الدولية,"Mones Al Khadem St., Al Hadiqah Al Dawliyah, 7th District, Nasr City, Cairo",4,3,300,1800000.0,0
3250,apartment prime location in the square new cairo,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,174,1570000.0,1
3251,Apartment for sale in Maadi Street 7,"Street 7, Maadi, Hay El Maadi, Cairo",3,2,217,2000000.0,0
3252,Apartment 150m for sale in Sueno New Capital,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1
3253,under-market price 3 bedrooms +garden central park,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,205,5900000.0,1
3254,"apartment in Tijan compound, super lux finishing","Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",4,3,310,2300000.0,1
3255,Apartment 170 m Al Rehab Gate 2 compound jayd F.F,"Al Riyadh Secon, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,2954000.0,1
3256,Flat 254 sqm For Sale - Capital Gardens Palm Hills,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,254,1791884.0,1
3257,apartment 153 at armonia 154000 down payment,"Armonia, New Capital Compounds, New Capital City, Cairo",3,3,153,1929641.0,1
3258,apartment for sale at scene 7 100.000 down payment,"Scenario, New Capital Compounds, New Capital City, Cairo",3,3,144,1454000.0,1
3259,Limited Offer 2 bedrooms in hassan allam haptown,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,138,1800000.0,1
3260,Apartment with private garden for sale at Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,148,2200000.0,1
3261,Apartment 135 m2 in lake view residence for sale,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,2100000.0,1
3262,Apartment in the compound de Joya  . new capital,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,155,1560000.0,1
3263,"Apartment for sale near Carrefour, Maadi","Al Arqam Ibn Abi Al Arqam St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,160,1300000.0,0
3264,apartment for sale in Bavaria Compound,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,160,1600000.0,1
3265,apartment for sale on 90st direct,"90 Avenue, South Investors Area, New Cairo City, Cairo",2,2,220,2000000.0,0
3266,ground Floor 3 bed room For Sale At Eastown Parks,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,182,2700000.0,1
3267,apartment very prime location for sale in Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,210,3300000.0,1
3268,your apartment in new cairo with prim location,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,110,2000000.0,1
3269,Apartment for sale in Zahraa Maadi main street,"Souk EL Zahraa Wa Al Maadi St., Zahraa El Maadi, Hay El Maadi, Cairo",2,2,135,1200000.0,0
3270,Super Lux Finished apartment for sale Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,3900000.0,1
3271,ground apartment 180m for sale in the square sabbour,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,180,2340000.0,1
3272,Delivery now in Hyde Park & 6 years installments,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,185,3454500.0,1
3273,"Apartment for sale202M ,199M in prime location at MVHP","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,202,2200000.0,1
3274,own an apartment in 250 m contract 124000 Fifth Avenue,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4,3,250,1550000.0,0
3275,with 13% discount & 9 years installment in Armonia,"Armonia, New Capital Compounds, New Capital City, Cairo",3,3,167,1753000.0,1
3276,Amazing apartment for sale in sarai 0%DP & 10years,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,165,2090287.0,1
3277,apartment over looking lake for sale in stone residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,2747500.0,1
3278,fully finished with kitchen and a/c's with NAGEB SWERIS,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,140,3100000.0,1
3279,Apartment 200 m in a unique location from South 90 Street,"Grand Cesar, South Investors Area, New Cairo City, Cairo",3,2,200,1840000.0,0
3280,"hot deal 3 bed masters in cfc with Dp 2,850,000 receipt now","Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,4,186,3000000.0,0
3281,"Apartment 220 m in the Fifth Settlement, the second district","Street21, District 2, The 5th Settlement, New Cairo City, Cairo",4,3,220,2250000.0,0
3282,Apartment 200 m in the third district of the Fifth Settlement,"Fatma Al Sharbatly Mosque, District 3, The 5th Settlement, New Cairo City, Cairo",3,2,200,2000000.0,0
3283,"The most prestigious place in the capital, Bosco Compound B R7","R7, New Capital City, Cairo",2,2,137,2200000.0,1
3284,Apartment for sale 231 m with direct view of the Heliopolis Club,"El Nady District, Shorouk City, Cairo",3,4,231,1524000.0,0
3285,‏‏‏‏‏شقه للبيع 180م بالمنطقة التاسعه -مدينة نصر‏,"Ahmed Hassan St., 9th Zone, Nasr City, Cairo",3,2,180,1100000.0,0
3286,apartment 3 bedrooms +N with 5%DP over 8 years !!!,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,192,277000.0,1
3287,Luxurious apartment directly central park 33 acres,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,232,4000000.0,1
3288,Apartment for sale 210 meters tenth part Elmaadi,"10th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",4,2,210,1850000.0,0
