,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price,title
0,"['Security', 'Covered Parking', 'Elevator']",3,2,135.0,0,5,Madinaty,Madinaty,1600000.0,مدينتي ١٣٥م بال B1 بحري قريبه جدا من الخدم...
1,[],3,3,180.0,0,0,Rehab City,Not in Compound,3100000.0,فرررصة برحاب ٢ للبيع شقة ١٨٠م ارضي بحديقة ...
2,"['Security', 'Elevator', 'Pets Allowed']",2,1,107.0,0,6,Madinaty,Madinaty,1150000.0,شقة بمدينتي بال B1 نموذج 100 اقل من سعر ال...
3,[],2,1,80.0,0,6,Marg,Not in Compound,185000.0,شقة تشطيب فاخر للبيع
4,[],3,1,85.0,0,6,Zahraa Al Maadi,Not in Compound,290000.0,شقة للبيع العمارات مصر العليا واجهة بحرية ...
5,[],3,2,130.0,0,2,Shorouk City,Not in Compound,520000.0,فرصة شقة خلفي مميزة 2حمام للبيع.. لوكيشن ر...
6,[],3,1,100.0,0,3,Helmeyat El Zaytoun,Not in Compound,470000.0,شقتين للبيع فى الزيتون
7,[],3,1,120.0,0,6,Heliopolis,Not in Compound,925000.0,شقه للبيع لوقته
8,[],3,1,130.0,0,1,Heliopolis,Not in Compound,1100000.0,شقه لقطه البيع
9,[],3,1,90.0,0,8,Obour City,Not in Compound,300000.0,شقة للبيع 300 الف قابل للتفاوض
10,[],2,1,82.0,0,3,Helmeyat El Zaytoun,Not in Compound,450000.0,شقه تمليك في الشروق امام مستفي الشروق 82مت...
11,[],2,1,100.0,0,5,Hadayek Helwan,Not in Compound,350000.0,شقة ١٠٠ متر بحدائق حلوان
12,"['Security', 'Covered Parking', 'Elevator']",2,1,86.0,0,1,Nasr City,Not in Compound,550000.0,للبيع شقة بعمارات الضباط زهراء مدينة نصر
13,[],3,2,175.0,0,4,New Cairo - El Tagamoa,Not in Compound,1500000.0,شقه للبيع بالهرم الرئيسي
14,[],3,3,211.0,0,1,Madinaty,Madinaty,2400000.0,للبيع شقه بمدينتي 211متر فيو وايد جاردن
15,[],2,1,82.0,0,3,Helmeyat El Zaytoun,Not in Compound,450000.0,شققه في الاسكان الاستسماري 82م محطه السوبر...
16,['Elevator'],3,2,220.0,0,10,Nasr City,VGK,1250000.0,شقه للبيع
17,[],2,2,135.0,0,2,Heliopolis,Not in Compound,1400000.0,شقه للبيع بمصر الجديده
18,[],2,1,65.0,0,4,Nasr City,Not in Compound,150000.0,شقه بالعجيزي تشطيب الترا سوبر لوكس بمساكن ...
19,[],3,2,115.0,0,2,Heliopolis,Not in Compound,1500000.0,شقه بمصر الجديدة
20,[],3,3,175.0,0,3,Madinaty,Madinaty,2300000.0,شقه روووعه 175م////D
21,[],2,2,96.0,0,0,Madinaty,Not in Compound,1350000.0,لقطه للبيع 96+45م جنينه فيو وايد جاردن ///...
22,"['Security', 'Elevator']",3,2,150.0,0,3,New Cairo - El Tagamoa,Not in Compound,1500000.0,التجمع الخامس النرجس شقه للبيع
23,['Elevator'],3,2,165.0,0,3,Nasr City,Not in Compound,750000.0,ارخص شقه باحلا فيو ع زهراء مدينة نصر
24,[],2,1,90.0,0,7,Helmeyat El Zaytoun,Not in Compound,450000.0,شقه في شارع طومان باى الرئيسى متشطبه
25,"['Security', 'Elevator']",3,2,103.0,0,4,Madinaty,Madinaty,1200000.0,شقه 103م تمليك ب مدينتي خالصه
26,[],3,3,210.0,0,3,Mokattam,The Square,1700000.0,مطلوب شقة ٢١٠ متر بحري مش اول ولا اخير
27,[],3,1,120.0,0,8,Hadayek al-Kobba,Not in Compound,770000.0,شقه للبيع بحدائق القبه
28,"['Security', 'Covered Parking', 'Elevator', 'Maids Room']",2,1,110.0,0,11,Obour City,Not in Compound,500000.0,شقه بابراج الأوقاف اول شارع رايل
29,[],3,2,135.0,0,1,Madinaty,Madinaty,1450000.0,شقه رووعه 135م بمدينتى///D
30,[],3,2,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,2000000.0,فرصه عظيمه
31,['Elevator'],3,1,90.0,0,5,Downtown Cairo,Not in Compound,345000.0,شقه للبيع بالمنيب بالمربع الذهبي
32,[],3,2,130.0,0,5,Helwan,Not in Compound,460000.0,شقه ١٣٠م ٣غرف و٢ حمام وصاله كبيرة بحرى طرف...
33,['Elevator'],3,3,240.0,0,1,Nasr City,Not in Compound,1650000.0,شقة ٢٤٠ متر للبيع
34,"['Elevator', 'Pets Allowed']",3,1,130.0,0,9,Zahraa Al Maadi,Not in Compound,680000.0,شقة 130م متشطبة سوبر لوكس في بيتشو امريكان...
35,[],3,2,200.0,0,2,Obour City,Not in Compound,990000.0,فرصه حقيقيه شقه بالحي السابع
36,[],3,2,170.0,0,3,Shorouk City,Not in Compound,1000000.0,شقه للبيع
37,[],3,2,230.0,0,0,New Cairo - El Tagamoa,Not in Compound,2550000.0,شقة للبيع ، منطقة الاحياء ، التجمع الخامس ...
38,"['Security', 'Elevator', 'Pets Allowed']",3,2,180.0,0,4,New Cairo - El Tagamoa,Not in Compound,1700000.0,شقة سوبر لوكس 180م بجوار اخناتون والشويفات...
39,[],3,3,200.0,0,4,Rehab City,Not in Compound,2600000.0,للبيع 200م في الرحاب المرحله الرابعه تشطيب...
40,[],3,2,220.0,0,0,New Nozha,Not in Compound,1850000.0,شقة للبيع بالنزهة الجديدة
41,"['Security', 'Elevator']",3,3,182.0,0,10,New Cairo - El Tagamoa,Tag Sultan,2400000.0,استلام شقه تشطيب سوبر لوكس بموقع مميزفى تا...
42,['Security'],3,1,90.0,0,0,Madinaty,Madinaty,1000000.0,للبيع بمدينتي
43,['Elevator'],3,2,210.0,0,2,New Cairo - El Tagamoa,Not in Compound,2700000.0,شقه لقطه بسعر لقطه في موقع متميز في البنفس...
44,[],3,2,240.0,0,3,New Cairo - El Tagamoa,Abu Al-Hool,1000000.0,دور كامل على فاصل رئيسى فى جاردينيا هايتس ...
45,['Elevator'],2,1,130.0,0,5,Nasr City,Not in Compound,570000.0,شقه ١٣٠ متر للبيع خلف اولاد رجب الحي العاش...
46,"['Security', 'Elevator']",2,1,82.0,0,2,Madinaty,Madinaty,850000.0,شقه ٨٢م تمليك ب مدينتي خالصه ب٨٥٠ الف
47,[],3,2,153.0,0,0,Madinaty,Madinaty,2600000.0,شقه لقطه 153م بحديقه40م /// D
48,[],3,1,125.0,0,7,Nasr City,Not in Compound,280000.0,شقه للبيع
49,"['Security', 'Elevator']",2,1,107.0,0,0,Madinaty,Madinaty,1300000.0,شقه للبيع ب مدينتي ارضي بحديقه B6
50,[],4,1,150.0,0,4,Salam City,Not in Compound,430000.0,شقه في شارع مدرسة جابر الأنصاري من ناحيه ا...
51,[],3,1,75.0,0,3,Maadi,Not in Compound,123456.0,المعادي الجديده الشطر العاشر
52,[],2,1,130.0,0,1,Nasr City,Not in Compound,800000.0,شقه علي البحر مباشره
53,[],3,1,138.0,0,4,Madinaty,Madinaty,1480000.0,للبيع شقة تحفة جاردن فيو
54,[],3,3,240.0,0,4,New Cairo - El Tagamoa,Not in Compound,1800000.0,شقة 240م للبيع في التجمع الخامس بسعر مغري ...
55,"['Covered Parking', 'Elevator']",2,1,120.0,0,10,Helwan,Not in Compound,325000.0,شقة للبيع من المالك مباشره
56,[],3,2,210.0,0,2,New Cairo - El Tagamoa,Not in Compound,2100000.0,شقة تحفة بالتجمع بالبنفسج فيلات مساحة ٢١٠ ...
57,[],3,2,103.0,0,0,Madinaty,Madinaty,1600000.0,للبييع بمدينتى 103م ارضي بحديقه/// D
58,"['Security', 'Covered Parking', 'Pets Allowed']",3,2,166.0,0,0,Obour City,Not in Compound,200000.0,روان للعقارات والتشطيبات
59,"['Security', 'Covered Parking', 'Elevator']",3,3,225.0,0,11,Shorouk City,Not in Compound,1150000.0,للبيع روف تم التصالح عليه ٢٢٥ متر مع ٤٠٠ م...
60,"['Elevator', 'Pets Allowed']",3,2,145.0,0,2,Gesr Al Suez,Not in Compound,650000.0,شقة للبيع
61,[],3,3,163.0,0,2,New Cairo - El Tagamoa,The Square,1450000.0,للبيع شقه بكمبوند the square التجمع الخامس
62,[],3,2,131.0,0,4,Madinaty,Madinaty,1600000.0,شقه لقطه 131م ///D
63,[],2,1,120.0,0,1,Heliopolis,Not in Compound,1200000.0,شقه بمصر الجديده ارض الجولف تصلح عياده او ...
64,"['Security', 'Elevator']",3,2,165.0,0,3,Zahraa Al Maadi,Not in Compound,1000250.0,فرصة بمعمار المرشدى جراند سيتى المعادى
65,['Elevator'],3,1,110.0,0,2,Helmeyat El Zaytoun,Not in Compound,800000.0,شقة للبيع
66,[],2,1,86.0,0,5,Nasr City,Not in Compound,465000.0,شفه 86م مساكن ظباط زهراء مدينه نصر
67,[],3,2,155.0,0,5,New Nozha,Not in Compound,1500000.0,بموقع متميز جدا بالنزهه
68,"['Security', 'Covered Parking', 'Pets Allowed']",2,2,96.0,0,3,Madinaty,Madinaty,940000.0,مدينتي شقه 96 متر نصف تشطيب خالصة الثمن ب ...
69,['Elevator'],3,2,120.0,0,9,Helwan,Not in Compound,360000.0,شقه للبيع بالترخيص والمصالحه
70,[],3,3,155.0,0,1,Rehab City,Not in Compound,2050000.0,امتلك شقه بالرحاب بسعر لقطه
71,[],2,1,65.0,0,3,Obour City,Not in Compound,250000.0,شقة للبيع
72,"['Security', 'Elevator']",3,1,120.0,0,5,Nasr City,Not in Compound,1150000.0,شقة للبيع ١٢٠ متر في زهراء مدينة نصر
73,"['Security', 'Covered Parking', 'Elevator']",3,2,145.0,0,10,Gesr Al Suez,Not in Compound,1500000.0,شقة للبيع عمارات العبور صلاح سالم
74,[],2,1,60.0,0,6,Dar al-Salaam,Not in Compound,200000.0,شقة للبيع بدار السلام الدور ٦ والاخير
75,[],3,2,220.0,0,2,New Cairo - El Tagamoa,Not in Compound,2100000.0,شقة ٢٢٠ متر بالتجمع الاول بسعر مميز لسرعة ...
76,"['Covered Parking', 'Elevator', 'Pets Allowed']",3,2,155.0,0,2,New Cairo - El Tagamoa,Not in Compound,1900000.0,شقة مميزة للبيع النرجس عمارات
77,[],3,1,120.0,0,2,Downtown Cairo,Not in Compound,450000.0,شقه للبيع
78,['Pets Allowed'],2,2,96.0,0,1,Madinaty,Not in Compound,650000.0,لقطه للبيع 96م بسعر تجاري
79,[],2,1,65.0,0,3,Helmeyat El Zaytoun,Not in Compound,250000.0,شقة للبيع
80,[],3,1,145.0,0,3,Obour City,Not in Compound,700000.0,شقتين 145 متر بالحى التانى بالعبور بجوار ا...
81,"['Security', 'Pets Allowed']",2,3,156.0,0,0,New Cairo - El Tagamoa,Eastown,2773213.0,شقة 156 م بحديقة 70 م للبيع في ايستاون سود...
82,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,3,223.0,0,6,Sheraton,Not in Compound,1750000.0,شقة رائعه للبيع مساكن شيراتون امام صن سيتي...
83,[],3,2,180.0,0,5,Mokattam,Not in Compound,1000000.0,من المالك شقه للبيع بالمقطم العليا كريم بن...
84,['Security'],3,1,115.0,0,0,Madinaty,Madinaty,1520000.0,Apartment for sale
85,"['Security', 'Covered Parking', 'Pets Allowed']",3,2,224.0,0,4,New Cairo - El Tagamoa,Not in Compound,1900000.0,شقة للبيع 224م بارقى عمارات النرجس القاهرة...
86,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,205.0,0,6,Heliopolis,Not in Compound,2650000.0,شقه بالقاهرة مصر الجديدة
87,"['Security', 'Elevator', 'Pets Allowed']",3,3,210.0,0,3,Maadi,Not in Compound,1900000.0,شقة بسعر لقطة بكمبوند حياة دجلة المعادي
88,[],2,1,70.0,0,2,New Cairo - El Tagamoa,Not in Compound,550000.0,شقه للبيع
89,[],2,1,83.0,0,1,Madinaty,Not in Compound,820000.0,شقه للبيع 82م بي11 تشطيبات خاصه بسعر لقطه ...
90,['Security'],2,1,86.0,0,2,Nasr City,Not in Compound,530000.0,شقة بمساكن القوات المسلحة زهراء مدينة نصر ...
91,['Elevator'],3,2,185.0,0,3,Downtown Cairo,Not in Compound,550000.0,شقة بحدائق الاهرام 185م للبيع
92,"['Security', 'Covered Parking', 'Pets Allowed']",3,2,175.0,0,4,Maadi,Not in Compound,1300000.0,شقة للبيع بكمبوند حياة دجلة المعادي
93,['Elevator'],2,1,90.0,0,10,Helmeyat El Zaytoun,Not in Compound,500000.0,شقة للبيع حلمية الزيتون
94,[],2,2,96.0,0,2,Madinaty,Not in Compound,650000.0,شقه للبيع 96م بسعر لقطه 650 الف
95,[],3,1,145.0,0,3,Obour City,Not in Compound,700000.0,شقتين للبيع 145 متر بالحى التانى بجوار الن...
96,[],3,2,133.0,0,2,Rehab City,Not in Compound,1800000.0,فرصه للجادين موجود شقه للبيع بالرحاب مرحله...
97,[],3,1,125.0,0,3,New Cairo - El Tagamoa,Not in Compound,350000.0,شقة سوبر مسجلة وعليها صحة توقيع
98,[],3,2,220.0,0,7,Nasr City,Not in Compound,1450000.0,شقه للبيع بين عباس العقاد و مكرم عبيد تشطي...
99,[],4,3,250.0,1,6,Nasr City,Not in Compound,2400000.0,شقه للبيع 250 م علي جنينه فيو مفتوح مش مجر...
100,[],3,3,250.0,0,8,Nasr City,Not in Compound,1500000.0,شقه للبيع 250 م بالقرب من مكرم عبيد وابو د...
101,['Elevator'],3,2,190.0,0,3,New Cairo - El Tagamoa,Not in Compound,2100000.0,شقه للبيع بالتجمع الخامس سوبر لوكس
102,"['Elevator', 'Pets Allowed']",2,1,135.0,1,7,Heliopolis,Not in Compound,1600000.0,شقة للبيع بمصر الجديدة
103,"['Security', 'Elevator']",2,2,96.0,0,3,Madinaty,Madinaty,1250000.0,شقه للبيع بمدينتي ٩٦م
104,[],3,1,100.0,0,6,Ain Shams,Not in Compound,250000.0,شقه للبيع بالدور السادس و ليس الأخير
105,[],3,1,170.0,0,4,Nasr City,Not in Compound,1250000.0,شقه مميزة جدا بالقرب من حديقة الطفل مكرم ع...
106,['Elevator'],2,1,75.0,0,8,Ain Shams,Not in Compound,300000.0,شقة طوب احمر للبيع ٧٥م قريبة من الالف مسكن
107,"['Security', 'Elevator']",2,1,105.0,0,6,Mokattam,Not in Compound,650000.0,شقه للبيع بالمقطم هضبه عليا رابع نمره من ش...
108,[],3,3,190.0,0,0,New Cairo - El Tagamoa,VGK,3100000.0,للبيع شقة ارضى بجارن فى كمبوند v.g.k بموقع...
109,[],2,2,86.0,0,2,Madinaty,Madinaty,800000.0,للبيع بمدينتي شقة بسعر لقطة
110,[],3,2,190.0,0,1,New Cairo - El Tagamoa,Not in Compound,1550000.0,للبيع شقة لقطة بفيلات التجمع الخامس
111,[],2,1,90.0,0,1,Shubra,Not in Compound,750000.0,شقق للبيع في شبرا مصر بجوار مستشفي شبرا ال...
112,[],3,1,120.0,0,6,Downtown Cairo,Not in Compound,150000.0,شقه للبيع بالمطريه
113,"['Covered Parking', 'Elevator']",3,3,225.0,0,1,Shorouk City,Not in Compound,1200000.0,شقة نص تشطيب امام كمباوند حسن علام
114,[],2,1,70.0,0,3,Shorouk City,Not in Compound,300000.0,فرصه ممتازه شقة للبيع بالشروق اقل قسط دور ...
115,[],3,2,108.0,0,2,Rehab City,Not in Compound,1350000.0,فرصه موجود شقه للبيع بالرحاب ١٠٨ م دور ٢ م...
116,[],2,1,90.0,0,2,Rehab City,Not in Compound,1100000.0,فرصه للجادين موجود شقه للبيع بالرحاب ٩٠ م ...
117,['Elevator'],3,2,150.0,0,2,Mokattam,Not in Compound,1100000.0,شقة لهواة التميز بالمقطم
118,[],2,1,120.0,0,5,Heliopolis,Not in Compound,875000.0,شقه 120 متر بدون حصة في الارض 3غرف 100م صا...
119,"['Security', 'Elevator']",3,1,140.0,0,5,Helmeyat El Zaytoun,Not in Compound,1150000.0,شقة من مالك في إبن سندر ب حمامات القبة
120,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,164.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2500000.0,Ground floor for sale at galleria moon val...
121,"['Security', 'Elevator']",4,3,230.0,0,1,Madinaty,Madinaty,2500000.0,فرصه امتلك شقتين للبيع بمدينتي تشطيبات فاخ...
122,[],4,3,196.0,0,5,Rehab City,Rehab City,2800000.0,شقة 196م للبيع الرحاب المرحله الخامسه فيو ...
123,[],3,2,124.0,0,1,Madinaty,Madinaty,1475000.0,شقه لقططه ١٢٤م للبييع///D
124,[],3,2,170.0,0,9,Nasr City,Not in Compound,2000000.0,خلف الحديقه الدوليه مباشره 170م الترا سوبر...
125,[],3,3,162.0,0,4,Rehab City,Not in Compound,2400000.0,موجود لدينا شقه تمليك بالرحاب ١٦٢ م دور ٤ ...
126,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,200.0,0,4,Nasr City,Not in Compound,2100000.0,فرصة لهواة التميز للبيع شقة200متر ببرج حدي...
127,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",4,2,250.0,1,3,Nasr City,Not in Compound,1550000.0,شقه لقطه للبيع احمد فخري مدينة نصر
128,[],3,3,164.0,0,1,Rehab City,Not in Compound,2200000.0,فرصه للجادين موجود شقه للبيع بالرحاب ١٦٤ م...
129,['Elevator'],3,2,160.0,0,10,Gesr Al Suez,Not in Compound,340000.0,شقه سوبر لوكس تشطيب فندقى بالنذهه ٢ جسر ال...
130,[],1,1,60.0,0,2,Nasr City,Not in Compound,170000.0,شقة 60متر مربع بالحى العاشر حجرة وصالة
131,[],2,1,100.0,0,5,Ain Shams,Not in Compound,300000.0,شقه للبيع بالدور الخامس
132,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,1,100.0,0,3,Madinaty,Madinaty,1250000.0,للاستثمار : شقة 100 متر للبيع بمدينتي b3
133,[],3,1,100.0,0,1,Ain Shams,Not in Compound,300000.0,شقة في الدور الاول تصلح عيادة او مكتب عين ...
134,[],3,3,163.0,0,1,Rehab City,Not in Compound,2200000.0,فرصه للجادين موجود شقه للبيع بالرحاب ١٦٤ م...
135,[],3,2,137.0,0,1,Rehab City,Not in Compound,1800000.0,موجود شقه للبيع بالرحاب مرحله رابعه ١٣٧ م ...
136,"['Security', 'Covered Parking', 'Elevator']",3,3,175.0,0,2,New Cairo - El Tagamoa,Not in Compound,1397000.0,شقه 175 استلام فورى باقل سعر متر الاندلس
137,[],2,1,100.0,0,3,Ain Shams,Not in Compound,275000.0,شقه للبيع بالدور الثالث
138,[],2,1,92.0,0,1,Rehab City,Not in Compound,1300000.0,فرصه موجود شقه للبيع بالرحاب مرحله ٩٠ م دو...
139,[],2,1,90.0,1,3,Rehab City,Not in Compound,1350000.0,فرصه للجادين موجود شقه للبيع بالرحاب ٩٠ م ...
140,[],2,1,70.0,0,2,New Cairo - El Tagamoa,Not in Compound,490000.0,شقة شباب ٧٠م بالتجمع الثالث
141,[],3,3,155.0,0,3,Rehab City,Not in Compound,1900000.0,فرصه للجادين موجود شقه للبيع بالرحاب مرحله...
142,[],3,3,209.0,0,1,New Cairo - El Tagamoa,Not in Compound,2000000.0,209م الترا سوبر لوكس بجولف سيتي العبور
143,[],3,2,170.0,0,2,Shorouk City,Not in Compound,1000000.0,شقه للبيع
144,"['Security', 'Elevator']",2,1,82.0,0,3,Madinaty,Madinaty,950000.0,82متر B7تشطيبات خاصه خالصه الثمن والوديعه
145,"['Elevator', 'Pets Allowed']",2,1,82.0,0,5,Madinaty,Madinaty,1000000.0,لهواه المساحات الجميله شقه للبيع في مدينتي...
146,[],3,1,90.0,0,11,Nasr City,Not in Compound,700000.0,شقه لقطه التجمع بسعر محروق
147,['Security'],3,2,152.0,0,1,Nasr City,Not in Compound,1200000.0,شقة للبيع 152 متر ( شقتين ) لاول مرة فى عم...
148,[],2,1,70.0,0,1,New Cairo - El Tagamoa,Not in Compound,555000.0,شقه بالسكان الشباب التجمع الثالث
149,[],2,1,70.0,0,1,New Cairo - El Tagamoa,Not in Compound,530000.0,شقة سوبر لوكس بجوار الجامعة الالمانية واكا...
150,[],3,2,130.0,0,0,New Cairo - El Tagamoa,Not in Compound,420000.0,شقة ١٣٠م دار مصر القرنفل ارضي
151,"['Security', 'Elevator', 'Pets Allowed']",3,2,133.0,0,5,Madinaty,Madinaty,1200000.0,شقه ١٣٣ متر لقطه خالصة الثمن
152,"['Security', 'Elevator']",2,1,120.0,0,2,Heliopolis,Not in Compound,1000000.0,شقة للبيع في مصر الجديدة
153,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,160.0,0,0,Madinaty,Madinaty,2350000.0,للبيع بسعر لقطه وايد جاردن نموذج ٣٠٠ ارضي ...
154,['Elevator'],3,3,180.0,0,1,Zahraa Al Maadi,Not in Compound,950000.0,شقة لقطة ب المعراج العلوي
155,[],2,1,100.0,0,5,Shorouk City,Not in Compound,275000.0,شقه للبيع بمدينة قباء أرض ميدو
156,[],3,2,200.0,0,5,Sheraton,Not in Compound,2100000.0,شقه 200م بحرى للبيع عالواجهه خلف فلوريدا م...
157,"['Security', 'Pets Allowed']",3,3,157.0,0,1,Rehab City,Not in Compound,2000000.0,شقه للبيع بالرحاب 157 متر بجوار النادى وال...
158,[],3,2,135.0,0,4,Madinaty,Madinaty,1480000.0,للبيع شقة بمدينتي بسعر لقطة.
159,[],3,1,100.0,0,0,Obour City,Not in Compound,450000.0,بيع شقه
160,"['Security', 'Pets Allowed']",2,2,96.0,0,1,Madinaty,Madinaty,800000.0,شقه للبيع بسعر تجارررر يb11
161,[],3,3,191.0,0,0,New Cairo - El Tagamoa,VGK,3100000.0,شقة بحديقة للبيع فيلدج جاردنز قطامية
162,[],3,1,115.0,0,1,New Cairo - El Tagamoa,Not in Compound,100000.0,شقه للبيع في سكن مصر أرض المعارض موقع متمي...
163,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,157.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2150000.0,شقه للبيع فى جالريا جاليريا مون فالى ارضى ...
164,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,2,135.0,0,2,Helwan,Not in Compound,700000.0,شقة 135 م المجاورة 7 في امتداد 15 مايو
165,[],3,1,100.0,0,0,Obour City,Not in Compound,450000.0,ام سامر
166,['Elevator'],3,1,160.0,0,3,Nasr City,Not in Compound,1500000.0,لسرعة البيع
167,[],3,1,100.0,0,0,Obour City,Not in Compound,450000.0,شقه للبيع
168,[],3,2,170.0,0,10,Nasr City,Not in Compound,1300000.0,Mahdy Arafa street
169,[],3,2,131.0,0,4,Rehab City,Rehab City,2000000.0,تمليك ١٣١ متر فيو وايد جاردن أمام السوق ال...
170,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,139.0,1,5,Rehab City,Not in Compound,2368600.0,139م سيليا CELIA سعر المتر17 الف النهر الا...
171,"['Security', 'Elevator', 'Pets Allowed']",3,2,116.0,0,2,Madinaty,Madinaty,1100000.0,لقطة للبيع بتسهيلات فى B10 مساحة 116 متر
172,[],2,1,90.0,0,5,Ain Shams,Not in Compound,285000.0,شقه٩٠م للبيع عين شمس بجوار سنترال عين شمس ...
173,"['Security', 'Elevator', 'Pets Allowed']",2,1,140.0,0,2,Maadi,Not in Compound,1760000.0,Apartment for sale maadi 140m street 263 ش...
174,['Maids Room'],2,1,125.0,0,0,Heliopolis,Not in Compound,980000.0,ارخص شقه للبيع بمصر الجديده ارض الجولف سوب...
175,[],3,1,100.0,0,2,Maadi,Not in Compound,420000.0,شقه للبيع
176,[],3,1,200.0,0,5,Nasr City,Not in Compound,1250000.0,شقة 200 م الترا سوبر لوكس م نصر
177,[],3,2,116.0,0,4,Madinaty,Madinaty,1350000.0,شقه للبييع ١١٦م// D
178,[],2,1,62.0,0,5,Mokattam,Not in Compound,240000.0,شقه للبيع
179,"['Security', 'Covered Parking', 'Maids Room', 'Pets Allowed']",4,3,250.0,0,3,Obour City,Rehab City,2500000.0,شقة 250 متر للبيع ف الرحاب سيتى
180,['Security'],3,3,170.0,0,0,Maadi,The Square,1700000.0,شقة للبيع في كمبوند the square بسعر وهمي
181,['Elevator'],3,2,150.0,0,5,Ain Shams,Not in Compound,500000.0,بيع شقة
182,['Elevator'],3,1,90.0,0,8,Hadayek Helwan,Not in Compound,220000.0,شقه للبيع بالدواجن
183,[],3,2,185.0,0,2,Obour City,Not in Compound,710000.0,شقة للبيع الحي التاسع في العبور
184,[],3,2,170.0,0,5,New Cairo - El Tagamoa,Not in Compound,1200000.0,شقه بالروف في النرجس
185,[],2,1,85.0,0,2,Ain Shams,Not in Compound,350000.0,شقه للبيع بمعهد الحريه منشيه التحرير
186,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,157.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2450000.0,اقل من سعر السوق شقة ارضي مع اكبر جاردن 23...
187,[],3,2,170.0,0,7,Heliopolis,Not in Compound,2500000.0,شقه للبيع ١٧٠ متر شارع الخليفه المأمون الر...
188,[],2,1,100.0,0,3,Marg,Not in Compound,170000.0,شقه بسعر لقطه من المالك مباشره
189,['Elevator'],3,1,120.0,0,4,Sheraton,Not in Compound,1000000.0,شقه في مساكن الشيراتون
190,['Elevator'],3,2,180.0,0,7,Nasr City,Not in Compound,1500000.0,شقه للبيع مدينه نصر
191,[],2,2,96.0,0,4,Madinaty,Madinaty,1100000.0,96متر للبيع بمدينتي بسعر ممتاز وموقع رائع ...
192,['Elevator'],2,1,110.0,0,7,Gesr Al Suez,Not in Compound,600000.0,سوبر لوكس دقيقة من جسر السويس . ناصية منشي...
193,['Elevator'],3,2,180.0,0,8,Nasr City,Not in Compound,1400000.0,شقه للبيع اللقطه بمدينه نصر اول سكن برج حد...
194,[],3,2,160.0,0,4,Mokattam,Not in Compound,960000.0,شقه لقطه سوبر لوكس المقطم
195,['Pets Allowed'],3,1,110.0,0,1,Hadayek al-Kobba,Not in Compound,800000.0,شقه للبيع
196,[],3,2,135.0,0,4,Madinaty,Madinaty,1650000.0,بمدينتي شقة ١٣٥ م نموذج ٢٠٠ موقع مميز وفيو...
197,[],3,3,171.0,0,4,Rehab City,Not in Compound,1950000.0,للبيع شقه بالرحاب 171م بالمرحله الأفضـــل
198,['Elevator'],3,2,190.0,0,7,Heliopolis,Not in Compound,1700000.0,شقة للبيع
199,[],3,1,110.0,0,4,Maadi,Not in Compound,320000.0,شقة للبيع
200,[],2,1,76.0,0,5,Helwan,Not in Compound,210000.0,شقه للبيع بمدينه ١٥مايو٧٦متر
201,['Security'],3,1,160.0,0,3,Nasr City,Not in Compound,1350000.0,للبيع شقه علي ش حسنين هيكل الرئيسي مساحه 1...
202,['Security'],3,1,140.0,0,2,Obour City,Not in Compound,640000.0,شقة بنزهة العبور الحي ٨ اول مالك من ش. مصر...
203,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,120.0,0,2,New Cairo - El Tagamoa,Not in Compound,780000.0,شقه نص تشطيب للبيع بكمبوند لاروز 2 التجمع ...
204,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,2,165.0,0,4,Nasr City,Not in Compound,1250000.0,شقه 165 متر تطل على سيتى سنتر مكرم عبيد وع...
205,"['Security', 'Elevator']",3,1,145.0,0,3,Madinaty,Madinaty,1680000.0,بمدينتي شقة ١٤٥ b6
206,"['Security', 'Elevator', 'Pets Allowed']",3,3,202.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,2200000.0,شقة لقطة للبيع كنبوند ماونتن فيو هايد بارك...
207,[],3,2,135.0,0,0,New Cairo - El Tagamoa,Not in Compound,950000.0,١٣٥ للبيع محلية٧ ارض مرتفع جدا ثلاث نواصي ...
