,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price,title
16029,[],3,2,140.0,0,1,Nasr City,Not in Compound,600000.0,الشروق ٣
16030,[],3,2,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2550000.0,شقه للبيع بسعر خيالي ولؤطه وروعة الروعه بج...
16031,[],3,2,160.0,0,6,Nasr City,Not in Compound,1250000.0,شقه للبيع كاش
16032,"['Security', 'Elevator']",2,3,130.0,0,4,New Cairo - El Tagamoa,Dar Misr,760000.0,شقه للبيع دار مصر القرنفل
16033,[],3,2,110.0,0,0,Al Manial,Not in Compound,1100000.0,شقة علي النيل
16034,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,1,126.0,0,11,Madinaty,Not in Compound,900000.0,شقه للبيع
16035,[],4,2,260.0,0,5,New Nozha,Not in Compound,1650000.0,شقة 260 متر مستويين - دور كامل - بالنزهة ا...
16036,['Security'],2,1,74.0,0,0,Rehab City,Rehab City,1200000.0,شقه للبيع في مدينه الرحاب
16037,['Security'],3,3,175.0,0,1,New Cairo - El Tagamoa,Madinaty,2400000.0,شقه للبيع
16038,[],3,3,200.0,0,5,Nasr City,Not in Compound,1200000.0,شقه للبيع في حي السفارات نص تشطيب 200م
16039,['Elevator'],3,3,176.0,0,0,New Cairo - El Tagamoa,Not in Compound,1500000.0,شقة ارضي بجنينة علي ميدان تشطيب الترا سوبر...
16040,[],3,1,100.0,1,5,Nasr City,Not in Compound,315000.0,شقه للبيع الحى العاشر 100متر
16041,[],2,1,120.0,0,4,Gesr Al Suez,Not in Compound,350000.0,شقه لقطه بجسر السويس
16042,"['Security', 'Elevator', 'Pets Allowed']",2,1,107.0,0,1,Madinaty,Madinaty,1300000.0,شقه في مدينتي 107 متر في B1 للبيع
16043,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,2,200.0,0,4,Madinaty,Madinaty,2500000.0,شقة 200م للبيع في مدينتي فيو وايد جاردن تش...
16044,['Security'],2,1,85.0,1,0,New Cairo - El Tagamoa,Not in Compound,450000.0,فرصة لا تعوض للبيع شاليه بمنتجع مارسيليا ا...
16045,[],3,2,130.0,0,0,Obour City,Not in Compound,530000.0,شقة 130 متر في العبور بجوار جامعة عين شمس
16046,[],3,1,135.0,0,5,New Cairo - El Tagamoa,Not in Compound,1350000.0,عمارات رابعه الاستثماري.
16047,"['Covered Parking', 'Elevator']",3,3,230.0,0,4,New Cairo - El Tagamoa,Not in Compound,2150000.0,فرصة لا تعوض شقة لقطة 230 متر مربع بالبنفس...
16048,"['Security', 'Elevator', 'Pets Allowed']",2,1,105.0,0,10,Nasr City,Not in Compound,415000.0,شقه ببيتشو امريكان زهراء المعادى للبيع
16049,"['Security', 'Covered Parking', 'Elevator']",3,3,175.0,0,6,Madinaty,Madinaty,2600000.0,للبيع شقة تحفة بمدينتي 175م
16050,"['Security', 'Covered Parking', 'Maids Room', 'Pets Allowed']",2,2,133.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,1400000.0,شقه 133 فيو حمام سباحه اقل من سعر السوق ما...
16051,['Security'],2,2,130.0,0,4,Zahraa Al Maadi,Not in Compound,760000.0,شقة بكمبوند امتداد الأمل شارع رئيسي دور 4 ...
16052,[],3,1,70.0,1,4,Badr City,Not in Compound,250000.0,شقه للبيع
16053,"['Security', 'Pets Allowed']",3,2,90.0,1,11,Gesr Al Suez,Not in Compound,290000.0,شقه +روف شاطي النخيل ٦ اكتوبر من المالك مب...
16054,[],2,1,88.0,0,0,Madinaty,Not in Compound,850000.0,فرصة بسعر تجاري للبيع بمدينتي شقة خالصة ال...
16055,[],3,2,225.0,0,1,New Cairo - El Tagamoa,Abu Al-Hool,1150000.0,شقه 225 متر دور اول بجاردينيا هايتس بحري ف...
16056,['Security'],3,2,175.0,0,10,Maadi,Not in Compound,1300000.0,شقه للبيع ابراج عثمان
16057,[],2,1,110.0,0,2,Gesr Al Suez,Not in Compound,360000.0,شقة للبيع نزهة٢
16058,"['Security', 'Covered Parking']",2,2,110.0,0,4,Salam City,Not in Compound,650000.0,شقة للبيع حي الزهور الحرفيين
16059,['Elevator'],3,2,175.0,0,3,Al Manial,Not in Compound,800000.0,شقة سوبر لوكس فى الهرم
16060,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,2,175.0,1,3,New Cairo - El Tagamoa,Not in Compound,2500000.0,شقه لقطه للبيع هاي سوبر لوكس بجوار واتر وا...
16061,"['Security', 'Covered Parking', 'Elevator']",3,3,175.0,0,4,Madinaty,Madinaty,2000000.0,لسرعة البيع بمدينتي 175م
16062,"['Security', 'Elevator']",3,3,185.0,0,1,Madinaty,Madinaty,2230000.0,في قلب أكبر وايد جاردن بمدينتى شقه للبيع
16063,[],2,1,105.0,0,8,Zahraa Al Maadi,Not in Compound,485000.0,شقة 105 بيتشو سيتي المعادي
16064,[],3,3,180.0,0,3,New Cairo - El Tagamoa,Not in Compound,1800000.0,شقة ١٨٠م بفيلا بالتجمع تشطيب سوبر لوكس اما...
16065,[],2,1,82.0,0,0,Madinaty,Madinaty,1150000.0,شقة ارضي بحديقة من المالك مباشر
16066,['Pets Allowed'],2,1,150.0,1,2,Downtown Cairo,Not in Compound,1300000.0,شقه بمدينه نصر سوبر لوكس للبيع بالفرش 150 ...
16067,[],3,1,160.0,0,9,Nasr City,Not in Compound,1000000.0,شقه للبيع 160م بشارع متفرع من مكرم عبيد
16068,[],2,1,75.0,0,5,Dar al-Salaam,Not in Compound,160000.0,٢ شقه للبيع بشارع جمعه عضيم دار السلام دوا...
16069,"['Security', 'Elevator']",3,2,116.0,0,3,Madinaty,Madinaty,1000000.0,فرصه لن تتكرر بأقل من سعر السوق ٣٠٠الف جني...
16070,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",2,2,163.0,0,3,New Cairo - El Tagamoa,VGK,1650000.0,Amazing apartment 163 m garden view vgk co...
16071,[],3,3,210.0,0,2,New Cairo - El Tagamoa,Eastown,3700000.0,Amazing apartment 210 sqm direct to the th...
16072,[],2,1,100.0,0,2,Nasr City,Not in Compound,120000.0,شقة للبيع بالاسكندرية الهانوفيل
16073,[],2,1,90.0,0,8,Ain Shams,Not in Compound,200000.0,شقة تمليك للبيع
16074,[],2,2,125.0,0,3,New Cairo - El Tagamoa,Not in Compound,2000000.0,فرصة للبيع شقة في كومبوند بسعر مغري for sa...
16075,[],2,1,77.0,0,0,Madinaty,Not in Compound,900000.0,شقه للبيع بمدينتي فيو مميز امامً الخدمات م...
16076,[],3,1,115.0,0,4,Maadi,Not in Compound,650000.0,تنزيل السعر لسرعه البيع شقه بالمعادي مساكن...
16077,['Elevator'],3,2,250.0,0,4,Salam City,Not in Compound,680000.0,شقه للبيع في شارع جمال عبدالناصر
16078,[],2,1,100.0,0,5,Downtown Cairo,Not in Compound,400000.0,شقه للبيع
16079,[],3,2,180.0,0,2,Rehab City,Not in Compound,3000000.0,في موقع متميز بالرحاب شقة ٣ نوم اكثر من سو...
16080,[],3,3,250.0,1,7,Maadi,Not in Compound,3700000.0,شقة للبيع في المعادي بجوار الجراند مول
16081,[],2,1,63.0,0,1,Obour City,Not in Compound,265000.0,شقه للبيع
16082,"['Security', 'Elevator']",3,2,225.0,0,1,Nasr City,Not in Compound,1500000.0,شقة ٢٢٥ متر الحي الثامن خلف مصر للطيران أم...
16083,[],3,3,175.0,0,1,New Cairo - El Tagamoa,Stone Residence,1662500.0,أستلم شقتك فورا بكمبوند ستون ريزيدينس التج...
16084,"['Elevator', 'Pets Allowed']",3,2,230.0,0,5,Zahraa Al Maadi,Not in Compound,1495000.0,فرصة عظيمة بزهراء المعادى شقة 230م تشطيب ا...
16085,['Elevator'],3,2,145.0,0,2,Helwan,Not in Compound,780000.0,عقارات حلوان
16086,[],2,1,60.0,0,4,Dar al-Salaam,Not in Compound,135000.0,شقه للبيع في دار السلام الجزيرة
16087,['Security'],2,1,86.0,0,3,Nasr City,Not in Compound,450000.0,شقة للبيع عمارات ضباط زهراء مدينة نصر
16088,['Pets Allowed'],3,1,85.0,0,0,Mokattam,Not in Compound,250000.0,شقة للبيع بالمقطم
16089,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,133.0,0,1,Madinaty,Madinaty,1650000.0,شقه للبيع 133 متر B6
16090,"['Covered Parking', 'Elevator', 'Pets Allowed']",3,2,150.0,0,3,Shorouk City,Not in Compound,1100000.0,شقه للبيع بالشروق المنطقه الثامنه
16091,"['Security', 'Elevator']",2,1,125.0,0,5,Mokattam,Not in Compound,580000.0,للبيع شقة تشطيب الترا سوبر لوكس أمام مبني ...
16092,[],2,1,90.0,0,5,Nasr City,Not in Compound,800000.0,شقه للبيع -مساكن شيراتون
16093,"['Security', 'Pets Allowed']",2,1,110.0,0,9,Ain Shams,Not in Compound,500000.0,شقه للبيع عين شمس
16094,['Elevator'],3,2,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,2000000.0,شقة للبيع بارقي احياء التجمع الخامس حي الل...
16095,['Security'],2,1,105.0,0,0,Mokattam,Not in Compound,550000.0,للبيع بعمارات شركة النصر شقة تشطيب سوبر لو...
16096,[],2,2,181.0,0,3,Hadayek al-Kobba,Not in Compound,550000.0,شقه للبيع تمليك قبل سوق العبور طريق مصر ال...
16097,[],2,2,96.0,0,3,Madinaty,Not in Compound,880000.0,96 نص تشطيب بسعر لقطة
16098,[],2,2,100.0,0,7,Helmeyat El Zaytoun,Not in Compound,450000.0,شقه للبيع في منطقه حيويه
16099,[],3,3,175.0,0,1,Madinaty,Not in Compound,2250000.0,175م للبيع
16100,"['Security', 'Elevator', 'Pets Allowed']",3,2,166.0,0,6,Heliopolis,Not in Compound,790000.0,بميدان النعام
16101,[],2,1,86.0,0,5,Nasr City,Not in Compound,300000.0,لسرعة البيع شقة بمساكن صقر قريش تشطيب سوبر...
16102,"['Covered Parking', 'Pets Allowed']",3,2,200.0,0,1,Shorouk City,Not in Compound,755000.0,شقه ٢٠٠متر للبيع
16103,"['Security', 'Covered Parking']",2,2,150.0,0,4,Maadi,Not in Compound,780000.0,شقة للبيع150متر بشارع الجزائرالعمومى بالمع...
16104,['Maids Room'],2,1,200.0,0,0,New Cairo - El Tagamoa,Not in Compound,1000000.0,شقه للبيع في التجمع الخامس نرجس خمسه مليون...
16105,[],2,1,70.0,0,5,15 May City,Not in Compound,250000.0,بيع شقه
16106,"['Security', 'Elevator', 'Pets Allowed']",3,2,170.0,0,10,Heliopolis,Not in Compound,1100000.0,شقة 170 متر
16107,[],2,1,140.0,0,9,Helwan,Not in Compound,520000.0,بيع شقه في ش عبدالله علي شريف
16108,['Elevator'],2,1,100.0,0,3,Ain Shams,Not in Compound,550000.0,شقة بشارع احمد عصمت عين شمس
16109,[],3,1,120.0,0,6,Ain Shams,Not in Compound,425000.0,شقة للبيع تشطيب سوبر
16110,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",4,2,146.0,1,0,Rehab City,Rehab City,3300000.0,شقة فى الرحاب مفروشة بالكامل ٢ جنينة بوابة...
16111,[],3,2,200.0,0,8,New Nozha,Not in Compound,795000.0,شقة بالنزهة الجديدة تشطيب الترا سوبر لوكس ...
16112,[],2,1,120.0,0,3,Nasr City,Not in Compound,250000.0,شقة للبيع
16113,"['Security', 'Elevator', 'Pets Allowed']",2,2,146.0,1,2,Mokattam,Not in Compound,950000.0,شقة بمنطقة المقطم
16114,[],3,1,110.0,0,5,Katameya,Not in Compound,450000.0,شقة للبيع
16115,[],3,1,96.0,0,1,Nasr City,Not in Compound,670000.0,شقة للبيع بزهراء مدينة نصر
16116,['Elevator'],3,3,160.0,0,4,New Cairo - El Tagamoa,Not in Compound,1100000.0,شقة للبيع بارقي احياء التجمع الخامس حي الل...
16117,['Elevator'],2,1,120.0,0,2,New Nozha,Not in Compound,1300000.0,شقه للبيع بميدان الجيش فى العباسيه قريبه ج...
16118,[],2,1,78.0,0,4,Madinaty,Not in Compound,222222.0,شقة من المالك في مدينتي للبيع
16119,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",2,2,90.0,0,4,New Cairo - El Tagamoa,Not in Compound,500000.0,الحق اقوي خصم علي الكاش في الماركت ب 500 ا...
16120,['Security'],3,3,200.0,0,1,Mokattam,Not in Compound,1500000.0,شقه لقطه في أرقى اماكن المقطم اسكودا شارع ...
16121,[],2,1,109.0,0,2,Madinaty,Madinaty,1200000.0,للبيع بمدينتي اميز شقه 109 م بالمرحله الثا...
16122,['Elevator'],3,1,120.0,0,4,Sheraton,Not in Compound,1050000.0,شيراتون صقر قريش
16123,[],2,1,64.0,0,0,New Cairo - El Tagamoa,Not in Compound,390000.0,شقه للبيع الحى الرابع التجمع الخامس
16124,[],3,1,65.0,0,4,Waili,Not in Compound,300000.0,شقة تمليك للبيع بمساكن الوايلى
16125,[],3,1,110.0,0,3,Helwan,Not in Compound,320000.0,شقه للبيع
16126,['Pets Allowed'],3,2,125.0,0,1,Shorouk City,Not in Compound,550000.0,شقه لقطه للبيع بالمنطقة التاسعة
16127,"['Security', 'Elevator']",3,2,124.0,0,2,Madinaty,Madinaty,1350000.0,للبيع بمدينتي 124م لقطه امام الفيلات
16128,[],2,1,95.0,0,2,Shorouk City,Not in Compound,365000.0,شقه للبيع ٩٥متر بمدينه الشروق
16129,[],2,1,54.0,0,0,Nasr City,Not in Compound,200000.0,شقة ف المقطم تتطل ع حي الاسمرات مباشرة الد...
16130,"['Security', 'Elevator']",3,2,131.0,0,1,Madinaty,Madinaty,1500000.0,للبيع 131م وايد جاردن لقطه
16131,[],4,1,150.0,0,4,Helwan,Not in Compound,300000.0,شقه للبيع
16132,[],2,1,65.0,0,3,Shorouk City,Not in Compound,320000.0,شقه للبيع ٦٥متر تشطيب سوبر لوكس
16133,[],2,1,100.0,0,3,New Cairo - El Tagamoa,Not in Compound,630000.0,100 م بالتجمع الثالث بحرى من المالك مباشرة
16134,[],2,1,115.0,0,1,Shorouk City,Not in Compound,425000.0,شقه للبيع بالمنطقة السابعه عمارات
16135,['Security'],2,1,69.0,0,2,Madinaty,Madinaty,850000.0,شقة للبيع مدينتى B7
16136,"['Covered Parking', 'Maids Room', 'Pets Allowed']",3,3,175.0,0,2,Shorouk City,Not in Compound,785000.0,شقه للبيع ١٧٥ متر بالمنطقة الرابعه
16137,[],3,2,140.0,0,4,Zahraa Al Maadi,Not in Compound,1100000.0,شقه للبيع فيو رائع تطل علي حديقه و شارع ال...
16138,[],2,1,86.0,0,4,Nasr City,Not in Compound,510000.0,شقه للبيع 86 متر في زهراء مدينه نصر مساكن ...
16139,"['Security', 'Elevator']",3,3,162.0,0,2,Rehab City,Rehab City,2250000.0,شقة تمليك ١٦٢ متر دور متكرر بحري صريح اول ...
16140,"['Security', 'Elevator', 'Pets Allowed']",3,3,180.0,0,3,Rehab City,Rehab City,2700000.0,للبيع فى الرحاب شقه ١٨٠م فيووووو جاردن تحف...
16141,['Elevator'],3,1,135.0,0,1,Shubra,Not in Compound,1350000.0,شقق في روض الفرج
16142,['Elevator'],2,1,100.0,1,7,Shorouk City,Not in Compound,400000.0,شقه لقطه للبيع بالاسكندريه بالفرش
16143,[],2,1,88.0,0,1,Nasr City,Not in Compound,360000.0,شقه للبيع في صقر القريش
16144,[],2,1,86.0,0,2,New Cairo - El Tagamoa,Not in Compound,690000.0,شقه لقطه لسرعه البيع بكومباوند البستان
16145,"['Security', 'Covered Parking', 'Elevator']",3,2,175.0,1,4,Nasr City,Not in Compound,1650000.0,شقق للبيع وللايجار با رقى احياء مدينة نصر
16146,"['Security', 'Elevator']",3,3,116.0,0,3,Madinaty,Madinaty,1000000.0,للبيع بمدينتي بأقل من سعر السوق شقه في B10
16147,[],3,2,150.0,0,8,Downtown Cairo,Not in Compound,600000.0,شقة للبيع
16148,"['Security', 'Covered Parking', 'Elevator']",3,2,175.0,0,10,Maadi,Not in Compound,1350000.0,شقه ١٧٥ متر سوبر لوكس تشطيب اخر ٢٠١٩بالعفش...
16149,"['Security', 'Elevator']",3,2,175.0,0,7,Maadi,Not in Compound,800000.0,شقه مميزه جدا في المعادي بالرقابه الاداريه
16150,[],3,2,143.0,0,2,Madinaty,Madinaty,2500000.0,شقه مميزه للببع بمدينتي
16151,"['Security', 'Elevator']",3,2,185.0,0,4,Zahraa Al Maadi,Not in Compound,1100000.0,شقه للبيع بزهراء المعادي المعراج العلوي با...
16152,[],2,1,100.0,0,3,Maadi,Not in Compound,420000.0,شقه بحدائق المعادي تمليك للبيع بجوار مترو ...
16153,[],3,2,103.0,0,4,Madinaty,Not in Compound,1250000.0,شقه للبيع بمدينتي أمام الحركه مباشرتآ 103م...
16154,[],3,1,150.0,0,9,Nasr City,Not in Compound,1000000.0,اعلان هام شقه للبيع
16155,[],2,1,72.0,0,2,Badr City,Not in Compound,230000.0,شقه للبيع
16156,[],3,1,183.0,0,2,Katameya,Not in Compound,1200000.0,عباد الرحمن القطامية
16157,"['Security', 'Covered Parking', 'Pets Allowed']",3,2,133.0,0,5,Madinaty,Not in Compound,1030000.0,مدينتي شقه للبيع 133م في ال B11 بدون تشطيب...
16158,[],3,2,125.0,0,9,Gesr Al Suez,Not in Compound,320000.0,شقه 125م
16159,[],3,2,108.0,0,2,Rehab City,Not in Compound,1320000.0,فرصه موجود شقه للبيع ١٠٨ م دور ٢ مرحله تان...
16160,"['Security', 'Elevator', 'Pets Allowed']",3,3,210.0,0,4,New Cairo - El Tagamoa,The Square,2500000.0,شقة كمبوند سكوير صبور
16161,[],4,3,250.0,0,3,Rehab City,Not in Compound,3300000.0,فرصه موجود شقه للبيع ٢٥٠ م دور متكرر بسانس...
16162,"['Security', 'Covered Parking', 'Elevator']",3,2,136.0,0,5,Madinaty,Madinaty,1600000.0,شقه نموذج ٢٠٠ للبيع B1
16163,[],3,2,275.0,0,0,New Cairo - El Tagamoa,Not in Compound,850000.0,بدروم مرتفع متشطب شقة سوبر لوكس بالتجمع ال...
16164,"['Security', 'Pets Allowed']",3,2,139.0,0,5,Madinaty,Madinaty,1800000.0,شقة فيو وايد جاردن B1
16165,[],3,1,155.0,0,2,Waili,Not in Compound,325000.0,شقة للبيع
16166,"['Security', 'Elevator']",2,1,105.0,0,0,Zahraa Al Maadi,Not in Compound,900000.0,شقة للبيع فى كمبوند تيجان الترا سوبر لوكس ...
16167,['Security'],3,1,95.0,0,5,New Cairo - El Tagamoa,Not in Compound,420000.0,شقة للبيع
16168,[],3,1,82.0,0,3,Shorouk City,Not in Compound,310000.0,شقه للبيع لدواعي سفر
16169,[],2,1,105.0,0,7,Maadi,Not in Compound,460000.0,شقه للبيع١٠٥ بيتشو أميريكان سيتي المعادي
16170,[],3,3,165.0,0,0,Shorouk City,Not in Compound,750000.0,ارضي بحديقة ومدخل خاص
16171,['Security'],3,1,96.0,0,5,Gesr Al Suez,Madinaty,1100000.0,شقه لقطه للبيع بمدينتي 96م
16172,[],2,1,65.0,0,1,Shorouk City,Not in Compound,270000.0,شقه إسكان قومي
16173,"['Security', 'Elevator', 'Pets Allowed']",3,2,150.0,0,4,New Nozha,Not in Compound,1200000.0,شقه للبيع 150م فى النزهة الجديده هاى لوكس
16174,"['Security', 'Elevator']",3,2,130.0,0,0,Shorouk City,Dar Misr,640000.0,شقه للبيع
16175,"['Security', 'Covered Parking', 'Elevator', 'Maids Room']",3,2,116.0,0,3,Madinaty,Madinaty,900000.0,شقه ١١٦م لقطه للبيع بمدينتي b11
16176,[],2,2,100.0,0,3,Downtown Cairo,Not in Compound,220000.0,شقه للبيع
16177,[],3,3,195.0,0,1,Nasr City,Not in Compound,2300000.0,شقة للبيع ١٩٥ متر متشطبة سوبر لوكس
16178,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,2,116.0,0,4,Madinaty,Madinaty,1350000.0,شقة لقطة للبيع في مدينتي طرفية دور رابع في...
16179,[],3,2,115.0,0,4,New Cairo - El Tagamoa,Not in Compound,300000.0,شقه للبيع في القاهره الجديدة بمشروع سكن مص...
16180,[],4,2,128.0,0,2,Hadayek Helwan,Not in Compound,590000.0,شقه للبيع
16181,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,2,82.0,0,0,Madinaty,Madinaty,470000.0,شقه بريفادو
16182,"['Security', 'Covered Parking', 'Pets Allowed']",3,2,124.0,0,3,Katameya,Not in Compound,650000.0,للبيع بمدينة النخيل بالقطاميه شقه لقطه مسا...
16183,"['Security', 'Pets Allowed']",3,2,186.0,1,2,New Cairo - El Tagamoa,Not in Compound,1350000.0,شقة لقطه اوي التجمع الخامس التطوير
16184,[],2,2,90.0,1,3,Downtown Cairo,Not in Compound,1200000.0,شقه مفروشه 90 متر للبيع في مدينتي B6 مجموع...
16185,[],3,1,95.0,0,3,New Cairo - El Tagamoa,Not in Compound,750000.0,شقة للبيع
16186,[],2,1,72.0,0,4,Mokattam,Not in Compound,260000.0,شقه للبيع
16187,[],3,1,120.0,0,3,Nasr City,Not in Compound,850000.0,شقة لقطة للبيع بمدينة نصر عمارات الظباط بج...
16188,"['Security', 'Elevator']",3,2,150.0,0,7,Zahraa Al Maadi,Not in Compound,950000.0,شقه للبيع بزهراء المعادي الشطر السادس
16189,"['Security', 'Elevator']",3,2,96.0,0,0,Madinaty,Not in Compound,1400000.0,لقطة b6 شقة 96م بسعر مميز ولوكيشن مميز وال...
16190,[],2,1,85.0,0,8,Obour City,Not in Compound,210000.0,شقه للبيع
16191,[],2,1,82.0,0,11,Shorouk City,Not in Compound,345000.0,شقه للبيع ٨٢متر بمدينه الشروق
16192,[],3,2,125.0,0,5,Helmeyat El Zaytoun,Not in Compound,1050000.0,لسرعة البيع شقة للبيع بسعر مغرى على شارع ا...
16193,['Elevator'],3,3,170.0,0,4,Mokattam,Not in Compound,1600000.0,شقة بقرب من شارع ٩ بالهضبة العليا تشطيل سو...
16194,[],2,1,110.0,0,1,Mokattam,Not in Compound,580000.0,من المالك شقه للبيع
16195,[],2,1,105.0,0,4,Mokattam,Not in Compound,460000.0,شقة للبيع سوبر لوكس ( متأجرة ) المقطم الهض...
16196,[],3,3,171.0,0,3,New Cairo - El Tagamoa,Not in Compound,1300000.0,شقه في التجمع الخامس تطل عل التسعين الجنوب...
16197,[],3,1,110.0,0,5,Downtown Cairo,Not in Compound,1100000.0,شقة للبيع بمليون و مائة ألف بالظاهر شارع م...
16198,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,185.0,1,3,New Cairo - El Tagamoa,Eastown,3500000.0,شقة للبيع في سوديك إيستاون بالمطبخ و التكي...
16199,[],4,3,202.0,0,3,New Cairo - El Tagamoa,Mountain View Hyde Park,2200000.0,شقه 202 متر للبيع ماونتن فيو هايد بارك موق...
16200,"['Security', 'Pets Allowed']",2,1,90.0,0,0,Madinaty,Madinaty,1300000.0,# شقة للبيع ارضي بحديقة B3 مساحة 90 م وحدي...
16201,['Elevator'],3,2,240.0,0,6,Nasr City,Not in Compound,950000.0,شقه 240 متر أمام سنترال 3 بالزهراء مدينة ن...
16202,['Elevator'],3,3,170.0,0,4,Gesr Al Suez,Not in Compound,1400000.0,شقة ١٧٠ متر عند اشاره روكسي جسر السويس
16203,[],3,2,180.0,0,3,Zahraa Al Maadi,Not in Compound,1850000.0,شقه خيال للبيع
16204,[],3,2,135.0,0,3,Shorouk City,Not in Compound,450000.0,الحق فورا شقة ١٣٥م ٣غرف و٢حمام خلفية بعداد...
16205,"['Security', 'Pets Allowed']",3,2,130.0,0,2,Maadi,Not in Compound,700000.0,شقة فاخرة
16206,[],2,1,120.0,0,10,Nasr City,Not in Compound,320000.0,شقة للبيع بزهراء مدينة نصر
16207,['Covered Parking'],2,1,120.0,0,10,Sheraton,Not in Compound,1100000.0,شقه للبيع في مساكن الشيراتون تطل علي فندق ...
16208,[],2,2,117.0,0,3,Rehab City,Rehab City,1650000.0,شقه ١١٧ م للبيع بمدينه الرحاب بسعر لقطه غر...
16209,"['Security', 'Elevator']",3,2,175.0,0,2,Nasr City,Not in Compound,1750000.0,شقة مساحة ١٧٥ متر بمدينة نصر حي السفارت
16210,"['Security', 'Elevator', 'Pets Allowed']",2,1,80.0,0,10,Ezbet El Nakhl,Not in Compound,500000.0,شقة في سراية القبة و السعر حكاية وتشطيب سو...
16211,['Security'],2,1,86.0,0,0,Nasr City,Not in Compound,485000.0,شقه ٨٦ م ارضي منطقه هاديه وراقيه بعمارات ا...
16212,"['Security', 'Covered Parking', 'Elevator']",2,1,65.0,0,4,Madinaty,Madinaty,850000.0,للبيع بمدينتي شقه 65م فيو مفتوح وغير مجروح...
16213,[],3,2,185.0,0,3,Shorouk City,Not in Compound,750000.0,شقه للبيع ١٨٥متر بالمنطقة الرابعه عمارات
16214,['Security'],2,2,96.0,0,1,Madinaty,Madinaty,1350000.0,للبيع في مدينتي شقه 96 متر وايد جاردن بحري...
16215,"['Covered Parking', 'Pets Allowed']",3,3,215.0,0,1,New Cairo - El Tagamoa,Not in Compound,2300000.0,شقه بموقع متميز بجوار ماونتن فيو و مسجد فا...
16216,"['Security', 'Elevator']",2,2,96.0,0,5,Madinaty,Madinaty,850000.0,شقة للبيع بمدينتي ٩٦م فيو النادي
16217,[],3,2,134.0,1,5,Maadi,Not in Compound,765000.0,شقه ع الاوتوستراد مباشر
16218,[],4,1,140.0,0,5,Nasr City,Not in Compound,400000.0,شقة ٤ غرف وصالة على شارع متحف المطرية
16219,[],2,1,75.0,0,4,Marg,Not in Compound,180000.0,شقه للبيع فى شارع الورشه المرج
16220,['Pets Allowed'],3,1,180.0,0,7,Helmeyat El Zaytoun,Not in Compound,1100000.0,شقه بمدينه مغاغه
16221,['Security'],3,2,135.0,0,2,Madinaty,Madinaty,1700000.0,للبيع في مدينتي شقه 135 متر بحري قريبه للخ...
16222,['Elevator'],2,1,82.0,0,5,New Cairo - El Tagamoa,Madinaty,900000.0,شقة للبيع
16223,[],2,1,80.0,0,6,Marg,Not in Compound,180000.0,شقة للبيع مساحة 80م غرفتين ورسيبشن قطعتين ...
16224,['Security'],2,1,85.0,0,0,Maadi,Baron City,650000.0,شقة للبيع بكمبوند البارون
16225,[],3,1,100.0,0,3,New Cairo - El Tagamoa,Not in Compound,525000.0,شقة للبيع بمدينة نصر
16226,[],2,1,70.0,0,4,Matareya,Not in Compound,190000.0,شقة بالمطرية متشطبة
16227,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,133.0,0,2,Madinaty,Madinaty,1650000.0,شقه ١٣٣م وايد جاردن b11 بسعر لقطه
16228,"['Elevator', 'Maids Room']",3,2,120.0,0,7,Helmeyat El Zaytoun,Not in Compound,600000.0,شقه بشارع متفرع من طومنباي الزيتون
16229,"['Covered Parking', 'Pets Allowed']",3,2,185.0,0,2,New Cairo - El Tagamoa,Not in Compound,1630000.0,شقه لقطه بسعر خاص لسرعه البيع بموقع متميز ...
16230,['Security'],3,2,180.0,0,2,New Cairo - El Tagamoa,Not in Compound,1350000.0,شقة لقطة للبيع بالتجمع بالاندلس ١٨٠م تشطيب...
16231,[],3,1,100.0,0,5,Heliopolis,Not in Compound,1000000.0,شقه للبيع بروكسي
16232,"['Security', 'Covered Parking', 'Elevator']",2,1,125.0,1,4,Helwan,Not in Compound,450000.0,شقة للبيع
16233,"['Security', 'Elevator']",3,2,130.0,1,6,Sheraton,Not in Compound,800000.0,للبيع شقه بالنزهه 130 متر،برج جديد،رخصة بن...
16234,[],3,2,200.0,1,4,Mokattam,Not in Compound,1600000.0,شقة ٢٠٠ متر تشطيب سوبر لوكس بالعفش و التكي...
16235,[],2,1,65.0,0,4,Downtown Cairo,Not in Compound,100000.0,المطريه
